stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
2234A,2024-11-06T1300,124.7965,45.1722,10,—,0.3,6,1,55,38,18,—,江北,松原市
1160A,2024-11-06T1300,120.561,31.2472,10,13,0.5,15,9,94,59,30,—,上方山,苏州市
1162A,2024-11-06T1300,120.591,31.3019,10,20,0.4,10,8,92,57,29,—,彩香,苏州市
1163A,2024-11-06T1300,120.596,31.3264,7,18,0.4,18,8,92,52,29,—,轧钢厂,苏州市
1164A,2024-11-06T1300,120.613,31.2703,7,17,—,—,6,91,57,—,—,吴中区,苏州市
1165A,2024-11-06T1300,120.543,31.2994,8,14,0.4,13,7,92,56,29,—,苏州新区,苏州市
1166A,2024-11-06T1300,120.669,31.3097,10,21,0.4,16,6,94,61,30,—,苏州工业园区,苏州市
1167A,2024-11-06T1300,120.641,31.3708,9,26,0.3,22,6,91,60,29,—,相城区,苏州市
3289A,2024-11-06T1300,120.743,31.3188,10,20,0.4,15,8,94,62,30,—,方洲路,苏州市
3290A,2024-11-06T1300,120.5031,31.2774,10,19,0.2,20,8,86,57,27,—,木渎中学,苏州市
3425A,2024-11-06T1300,120.624,31.1733,6,19,0.4,4,9,94,70,30,—,越秀幼儿园,苏州市
3431A,2024-11-06T1300,120.6505,31.416,10,24,0.4,14,8,92,55,29,—,高铁新城,苏州市
1220A,2024-11-06T1300,118.293,33.9528,26,38,0.5,11,2,89,42,38,—,宿迁学院,宿迁市
1221A,2024-11-06T1300,118.2442,33.9592,29,46,0.4,14,4,95,50,46,—,宿迁中学,宿迁市
2996A,2024-11-06T1300,118.283,33.965,30,42,0.5,14,6,91,43,43,—,市供电局,宿迁市
3191A,2024-11-06T1300,118.3225,33.9447,26,40,0.6,17,4,90,42,40,—,宿豫区政府,宿迁市
3187A,2024-11-06T1300,116.9509,33.666,48,75,0.3,20,8,106,50,67,细颗粒物(PM2.5),远航博物馆,宿州市
3463A,2024-11-06T1300,116.9708,33.591,49,81,0.5,21,9,103,51,68,细颗粒物(PM2.5),社会福利中心,宿州市
3634A,2024-11-06T1300,116.9884,33.6305,44,72,0.2,19,9,108,55,62,细颗粒物(PM2.5),宿州学院,宿州市
3701A,2024-11-06T1300,116.9648,33.6252,47,75,0.4,—,—,112,56,—,—,皖北煤电集团,宿州市
2266A,2024-11-06T1300,126.9785,46.6365,43,59,0.7,9,2,60,33,60,细颗粒物(PM2.5),人和东街,绥化市
2267A,2024-11-06T1300,126.964,46.6528,43,52,0.6,8,5,56,30,60,细颗粒物(PM2.5),党政办公中心,绥化市
2451A,2024-11-06T1300,113.3583,31.7275,43,76,0.7,18,13,130,50,63,颗粒物(PM10),市委党校,随州市
2452A,2024-11-06T1300,113.3833,31.6908,47,65,0.8,24,10,128,54,65,细颗粒物(PM2.5),市林业局,随州市
2453A,2024-11-06T1300,113.3983,31.7308,38,60,0.6,14,11,131,48,55,颗粒物(PM10),市立交桥水厂,随州市
2527A,2024-11-06T1300,105.5453,30.5678,22,29,0.6,16,7,36,29,32,—,石溪浩,遂宁市
2528A,2024-11-06T1300,105.5582,30.5232,16,36,—,21,6,33,30,—,—,市监测站,遂宁市
2529A,2024-11-06T1300,105.5861,30.5366,24,37,0.3,20,8,31,27,37,—,行政中心,遂宁市
2530A,2024-11-06T1300,105.5918,30.4728,19,39,0.4,24,6,29,26,39,—,美宁食品公司,遂宁市
2706A,2024-11-06T1300,82.9994,46.7432,27,46,0.0,23,3,40,19,46,—,东门外小游园,塔城地区
1255A,2024-11-06T1300,121.273,28.6459,12,18,0.4,10,3,98,72,31,—,黄岩环保大楼,台州市
1256A,2024-11-06T1300,121.419,28.6542,3,21,0.4,16,6,112,81,35,—,台州环保大楼,台州市
1257A,2024-11-06T1300,121.377,28.5773,8,22,0.4,14,5,110,84,35,—,路桥田洋王,台州市
3564A,2024-11-06T1300,121.2568,28.6681,6,21,0.3,9,4,105,76,33,—,台州科技职业学院,台州市
1081A,2024-11-06T1300,112.522,37.8873,46,91,1.4,56,26,49,25,71,颗粒物(PM10),尖草坪,太原市
1083A,2024-11-06T1300,112.434,38.0108,38,61,0.5,21,10,71,40,56,颗粒物(PM10),上兰,太原市
1084A,2024-11-06T1300,112.469,37.7124,42,68,0.8,40,22,60,22,59,"颗粒物(PM10),细颗粒物(PM2.5)",晋源,太原市
1085A,2024-11-06T1300,112.5583,37.7394,47,100,0.9,44,22,65,22,75,颗粒物(PM10),小店,太原市
1086A,2024-11-06T1300,112.5369,37.8692,46,97,1.2,47,22,51,24,74,颗粒物(PM10),桃园,太原市
1087A,2024-11-06T1300,112.57,37.8195,57,107,0.9,43,20,63,26,79,颗粒物(PM10),坞城,太原市
1088A,2024-11-06T1300,112.549,37.9854,48,92,0.7,34,14,69,24,71,颗粒物(PM10),南寨,太原市
3618A,2024-11-06T1300,112.4719,37.7831,36,79,1.1,36,25,68,40,65,颗粒物(PM10),金胜,太原市
4010A,2024-11-06T1300,112.5608,37.8807,41,86,0.8,48,17,56,25,68,颗粒物(PM10),育英中学,太原市
1656A,2024-11-06T1300,117.1437,36.1937,17,34,1.0,20,9,82,43,34,—,监测站,泰安市
1657A,2024-11-06T1300,117.0885,36.2017,18,38,1.1,22,12,79,40,38,—,人口学校,泰安市
1658A,2024-11-06T1300,117.1089,36.1758,24,39,0.9,—,—,75,30,—,—,电力学校,泰安市
3502A,2024-11-06T1300,117.1812,36.2275,19,32,0.7,15,8,85,52,32,—,国网新校,泰安市
3503A,2024-11-06T1300,117.0313,36.2018,22,34,0.7,—,7,73,25,—,—,交通技校,泰安市
3504A,2024-11-06T1300,117.0829,36.13,17,24,0.8,16,5,83,30,26,—,山东第一医科大学,泰安市
1206A,2024-11-06T1300,119.905,32.4878,7,19,0.3,16,6,93,53,30,—,公园路,泰州市
1207A,2024-11-06T1300,119.9189,32.4625,12,20,0.5,16,5,93,60,30,—,莲花,泰州市
1209A,2024-11-06T1300,119.888,32.4639,9,16,0.3,14,7,100,52,32,—,留学生创业园,泰州市
2997A,2024-11-06T1300,119.8767,32.3289,9,26,0.3,17,5,101,47,32,—,王营,泰州市
3295A,2024-11-06T1300,120.1259,32.5099,3,14,0.3,12,7,98,56,31,—,姜堰区政府广场,泰州市
3435A,2024-11-06T1300,119.9192,32.4322,8,16,0.3,15,8,96,70,30,—,周山河街区,泰州市
1037A,2024-11-06T1300,118.131,39.6363,10,30,0.8,23,8,62,26,30,—,雷达站,唐山市
1038A,2024-11-06T1300,118.1725,39.6334,13,45,0.8,24,11,61,25,45,—,物资局,唐山市
1040A,2024-11-06T1300,118.1705,39.6506,10,29,0.7,20,7,52,20,29,—,十二中,唐山市
1041A,2024-11-06T1300,118.1869,39.622,11,34,0.8,15,11,58,22,34,—,小山,唐山市
3457A,2024-11-06T1300,118.4359,39.2762,3,21,0.5,18,8,62,34,21,—,冀东油田职工医院,唐山市
3575A,2024-11-06T1300,118.09279,39.58089,6,39,0.5,18,7,57,21,39,—,正泰大街热力站,唐山市
3576A,2024-11-06T1300,118.1562,39.8322,3,40,0.7,18,10,57,22,40,—,丰润区政府,唐山市
3577A,2024-11-06T1300,118.43673,39.73809,3,39,0.8,17,16,58,34,39,—,金山小学,唐山市
3578A,2024-11-06T1300,118.24498,39.66941,3,34,0.8,19,10,60,24,34,—,政府服务中心,唐山市
3692A,2024-11-06T1300,118.2059,39.6585,9,36,0.8,17,10,58,23,36,—,消防缸窑路中队,唐山市
3693A,2024-11-06T1300,118.1436,39.6202,17,31,0.7,20,8,58,24,31,—,路南电大,唐山市
1015A,2024-11-06T1300,117.1444,39.1661,50,88,1.2,53,15,42,13,69,"颗粒物(PM10),细颗粒物(PM2.5)",勤俭道,天津市
1017A,2024-11-06T1300,117.237,39.1082,60,104,1.2,64,12,39,12,82,细颗粒物(PM2.5),大直沽八号路,天津市
1018A,2024-11-06T1300,117.202,39.0927,74,—,—,66,11,41,14,—,—,前进道,天津市
1019A,2024-11-06T1300,117.1837,39.2133,52,97,0.8,69,10,40,12,74,颗粒物(PM10),淮河道,天津市
1021A,2024-11-06T1300,117.307,39.0877,57,103,1.2,60,11,41,12,78,细颗粒物(PM2.5),跃进路,天津市
1023A,2024-11-06T1300,117.707,39.0343,60,111,0.8,74,12,24,12,82,细颗粒物(PM2.5),第四大街,天津市
1024A,2024-11-06T1300,117.457,38.8394,—,—,0.7,—,15,54,21,—,—,永明路,天津市
1026A,2024-11-06T1300,117.764,39.1587,26,57,0.7,39,14,30,13,54,颗粒物(PM10),汉北路,天津市
1027A,2024-11-06T1300,117.157,38.9194,—,—,—,—,—,—,—,—,—,团泊洼,天津市
2858A,2024-11-06T1300,117.7918,39.2474,31,66,0.8,42,15,41,21,58,颗粒物(PM10),河西一经路,天津市
2859A,2024-11-06T1300,117.3747,38.9846,64,109,1.0,60,14,50,16,87,细颗粒物(PM2.5),津沽路,天津市
2860A,2024-11-06T1300,117.1589,39.0845,48,75,0.7,60,7,44,13,67,细颗粒物(PM2.5),宾水西道,天津市
2922A,2024-11-06T1300,117.1941,39.1067,66,108,0.9,66,11,42,15,89,细颗粒物(PM2.5),大理道,天津市
3020A,2024-11-06T1300,117.2101,39.1699,48,89,1.1,73,9,35,14,70,颗粒物(PM10),中山北路,天津市
3051A,2024-11-06T1300,117.3876,39.1488,49,94,1.4,64,12,41,12,72,颗粒物(PM10),西四道,天津市
3325A,2024-11-06T1300,117.0365,39.3828,52,93,0.5,82,11,21,12,72,"颗粒物(PM10),细颗粒物(PM2.5)",雍阳西道,天津市
3326A,2024-11-06T1300,117.0296,39.0605,69,119,0.7,59,10,58,19,93,细颗粒物(PM2.5),辛老路,天津市
3327A,2024-11-06T1300,116.9638,38.9375,44,67,0.7,25,9,63,20,62,细颗粒物(PM2.5),地纬路,天津市
3460A,2024-11-06T1300,117.4067,40.0583,19,40,1.3,32,15,52,35,40,—,北环路,天津市
3461A,2024-11-06T1300,117.3045,39.7169,35,67,0.9,37,15,42,17,59,颗粒物(PM10),建设路,天津市
3462A,2024-11-06T1300,117.8199,39.3521,38,83,0.9,35,17,56,25,67,颗粒物(PM10),滨水东路,天津市
2649A,2024-11-06T1300,106.0055,34.343,—,—,—,—,—,—,—,—,—,麦积山,天水市
2650A,2024-11-06T1300,105.7205,34.5786,24,39,0.5,19,6,42,11,39,—,公园小学,天水市
2651A,2024-11-06T1300,105.8945,34.5538,14,36,0.7,22,12,47,20,36,—,麦积国土局,天水市
2216A,2024-11-06T1300,123.8139,42.3022,10,15,0.5,6,4,62,26,20,—,汇工街西,铁岭市
2217A,2024-11-06T1300,123.8649,42.2923,7,21,0.5,8,5,61,33,21,—,水上乐园,铁岭市
2218A,2024-11-06T1300,123.8486,42.2867,13,17,0.4,8,8,52,24,19,—,银州路东段,铁岭市
2219A,2024-11-06T1300,123.7153,42.2217,15,30,0.3,11,10,54,27,30,—,金沙江路北,铁岭市
2229A,2024-11-06T1300,125.9358,41.7173,6,17,0.6,14,8,55,38,18,—,光明,通化市
2230A,2024-11-06T1300,125.9446,41.7325,9,11,0.5,13,7,57,38,18,—,铁路,通化市
2191A,2024-11-06T1300,122.2532,43.6801,3,16,0.3,7,5,63,38,20,—,艺术职业学校,通辽市
3706A,2024-11-06T1300,122.2584,43.6333,17,19,0.2,14,10,61,40,25,—,老干部活动中心,通辽市
3708A,2024-11-06T1300,122.2922,43.6189,19,—,1.1,11,11,62,42,28,—,东方明珠社区,通辽市
1922A,2024-11-06T1300,109.0656,35.0994,—,—,—,—,—,—,—,—,—,党校,铜川市
1923A,2024-11-06T1300,109.0697,35.0697,57,69,1.2,32,13,95,40,78,细颗粒物(PM2.5),王益区政府,铜川市
1924A,2024-11-06T1300,108.9344,34.9058,79,109,1.2,29,21,102,56,105,细颗粒物(PM2.5),新区管委会,铜川市
3651A,2024-11-06T1300,108.9543,34.8732,100,114,1.4,23,22,108,63,132,细颗粒物(PM2.5),旺旺集团,铜川市
2285A,2024-11-06T1300,117.8177,30.9412,31,65,0.5,14,6,114,68,58,颗粒物(PM10),市第四中学,铜陵市
2286A,2024-11-06T1300,117.8059,30.9273,33,56,—,12,5,—,50,—,—,市公路局,铜陵市
2287A,2024-11-06T1300,117.7807,30.9413,21,39,0.6,14,8,113,72,39,—,市新民污水厂,铜陵市
2288A,2024-11-06T1300,117.7439,30.8792,25,67,0.5,18,4,104,58,59,颗粒物(PM10),市第九中学,铜陵市
2289A,2024-11-06T1300,117.846,30.9413,30,56,0.3,14,7,111,61,53,颗粒物(PM10),车站新区,铜陵市
2290A,2024-11-06T1300,117.8483,30.97,16,62,0.6,14,7,113,66,56,颗粒物(PM10),市职教基地,铜陵市
2585A,2024-11-06T1300,109.1839,27.7344,38,51,0.4,12,1,135,57,54,细颗粒物(PM2.5),铜仁卫校,铜仁市
2586A,2024-11-06T1300,109.1753,27.6944,31,49,0.4,13,4,146,49,49,—,铜仁七中,铜仁市
2686A,2024-11-06T1300,89.1904,42.9418,33,120,0.7,21,7,83,44,85,颗粒物(PM10),市环保局,吐鲁番市
2687A,2024-11-06T1300,89.1673,42.9559,43,133,0.9,35,6,64,22,92,颗粒物(PM10),地区环保局,吐鲁番市
1662A,2024-11-06T1300,122.1214,37.4236,3,7,0.2,7,4,72,64,23,—,华夏技校,威海市
1663A,2024-11-06T1300,122.0508,37.5236,3,7,0.5,2,5,78,73,25,—,山大分校,威海市
1664A,2024-11-06T1300,122.1067,37.5072,3,10,0.4,5,4,70,63,22,—,市监测站,威海市
1982A,2024-11-06T1300,122.0693,37.2174,7,16,0.1,12,8,74,36,24,—,文登开发区,威海市
3505A,2024-11-06T1300,122.1379,37.3414,3,12,0.3,8,4,66,47,21,—,临港区管委会,威海市
1650A,2024-11-06T1300,119.1437,36.7023,18,44,0.5,22,12,80,32,44,—,环保局,潍坊市
2877A,2024-11-06T1300,119.1641,36.6523,17,29,0.5,17,9,83,34,29,—,坊子邮政,潍坊市
3178A,2024-11-06T1300,119.0587,36.721,20,44,0.4,22,11,76,28,44,—,潍坊七中,潍坊市
3368A,2024-11-06T1300,119.1977,36.6872,17,36,0.2,18,14,80,31,36,—,高新实验学校,潍坊市
3416A,2024-11-06T1300,119.1755,36.7149,13,46,0.5,19,11,85,39,46,—,潍坊学院,潍坊市
3861A,2024-11-06T1300,119.2041,36.7699,27,75,0.7,27,9,76,35,63,颗粒物(PM10),寒亭区实验一小,潍坊市
1938A,2024-11-06T1300,109.5293,34.5101,—,—,—,—,—,—,—,—,—,农科所,渭南市
1939A,2024-11-06T1300,109.4974,34.4877,46,92,0.7,28,16,61,22,71,颗粒物(PM10),日报社,渭南市
1940A,2024-11-06T1300,109.4636,34.493,61,100,0.7,30,17,63,22,83,细颗粒物(PM2.5),体育馆,渭南市
1941A,2024-11-06T1300,109.4259,34.5023,70,85,0.7,26,16,64,22,94,细颗粒物(PM2.5),高新一小,渭南市
1242A,2024-11-06T1300,120.634,28.0089,9,23,0.3,13,6,106,69,34,—,瓯海,温州市
1243A,2024-11-06T1300,120.6748,27.9939,7,18,0.2,6,8,108,77,34,—,南浦,温州市
1244A,2024-11-06T1300,120.76,27.9747,12,25,0.3,18,6,111,84,35,—,龙湾,温州市
1245A,2024-11-06T1300,120.6709,28.0167,10,16,0.2,11,6,101,73,32,—,市站,温州市
3561A,2024-11-06T1300,120.6985,27.9251,12,24,0.3,15,6,114,79,36,—,茶山,温州市
2610A,2024-11-06T1300,104.2533,23.3594,23,34,0.4,8,3,82,51,34,—,州水务局,文山壮族苗族自治州
2611A,2024-11-06T1300,104.2319,23.3892,38,44,0.4,10,3,79,41,54,细颗粒物(PM2.5),市便民服务中心,文山壮族苗族自治州
2187A,2024-11-06T1300,106.8174,39.6973,31,88,1.7,70,48,38,16,69,颗粒物(PM10),市林业局,乌海市
2188A,2024-11-06T1300,106.7907,39.6667,37,88,2.1,67,54,41,21,69,颗粒物(PM10),中海勃湾学校,乌海市
3284A,2024-11-06T1300,106.813,39.7274,40,89,1.6,63,54,53,19,70,颗粒物(PM10),海北新区,乌海市
3621A,2024-11-06T1300,106.8288,39.6778,44,125,1.9,78,58,35,14,88,颗粒物(PM10),聚英学校,乌海市
2197A,2024-11-06T1300,113.1306,40.9923,16,37,0.7,29,19,58,28,37,—,集宁新区,乌兰察布市
3034A,2024-11-06T1300,113.1076,41.0385,28,41,0.5,32,18,53,27,41,—,光明街小学,乌兰察布市
3285A,2024-11-06T1300,113.1376,40.9509,14,46,1.2,26,24,54,21,46,—,北京八中,乌兰察布市
3421A,2024-11-06T1300,113.1775,40.9779,15,40,0.7,24,20,58,26,40,—,市委党校,乌兰察布市
1490A,2024-11-06T1300,87.5801,43.8303,40,103,1.0,61,4,5,6,77,颗粒物(PM10),监测站,乌鲁木齐市
1491A,2024-11-06T1300,87.6046,43.768,26,70,0.3,27,3,74,31,60,颗粒物(PM10),收费所,乌鲁木齐市
1492A,2024-11-06T1300,87.4754,43.9469,63,104,1.3,59,10,28,9,85,细颗粒物(PM2.5),新疆农科院农场,乌鲁木齐市
1493A,2024-11-06T1300,87.5525,43.8711,46,107,0.8,80,4,24,14,79,颗粒物(PM10),铁路局,乌鲁木齐市
1494A,2024-11-06T1300,87.6432,43.831,48,109,0.8,62,3,41,34,80,颗粒物(PM10),三十一中学,乌鲁木齐市
1496A,2024-11-06T1300,87.7216,44.1747,85,116,0.8,40,13,61,17,113,细颗粒物(PM2.5),米东区环保局,乌鲁木齐市
3033A,2024-11-06T1300,87.4651,43.4569,9,22,0.5,7,4,83,69,26,—,培训基地,乌鲁木齐市
3437A,2024-11-06T1300,88.3118,43.3658,12,59,0.3,16,9,79,63,55,颗粒物(PM10),达坂城区环保局,乌鲁木齐市
3438A,2024-11-06T1300,87.6162,43.8801,40,113,0.8,54,3,40,18,82,颗粒物(PM10),红光山片区,乌鲁木齐市
3439A,2024-11-06T1300,87.7024,43.8004,34,81,0.4,29,11,61,50,66,颗粒物(PM10),新师大温泉校区,乌鲁木齐市
3440A,2024-11-06T1300,87.4921,43.8411,29,80,0.3,29,5,78,39,65,颗粒物(PM10),大绿谷,乌鲁木齐市
1188A,2024-11-06T1300,120.269,31.4867,12,31,0.6,18,8,101,59,32,—,雪浪,无锡市
1189A,2024-11-06T1300,120.275,31.6219,9,38,0.4,—,8,95,50,—,—,黄巷,无锡市
1190A,2024-11-06T1300,120.294,31.56,9,36,0.6,14,10,100,54,36,—,曹张,无锡市
1191A,2024-11-06T1300,120.242,31.5031,14,29,0.7,20,5,99,52,31,—,漆塘,无锡市
1192A,2024-11-06T1300,120.3489,31.5863,3,34,0.6,10,7,97,48,34,—,东亭,无锡市
1193A,2024-11-06T1300,120.354,31.5475,12,22,0.6,6,5,102,60,32,—,旺庄,无锡市
1194A,2024-11-06T1300,120.245,31.5631,14,36,0.7,23,7,88,50,36,—,荣巷,无锡市
1195A,2024-11-06T1300,120.299,31.6817,7,39,0.7,17,10,98,54,39,—,堰桥,无锡市
3428A,2024-11-06T1300,120.3142,31.4753,13,25,0.8,12,6,103,61,33,—,华庄,无锡市
2677A,2024-11-06T1300,106.1532,37.9648,86,123,1.1,42,30,67,25,114,细颗粒物(PM2.5),教育园区,吴忠市
2679A,2024-11-06T1300,106.1856,37.9956,90,143,1.2,44,26,77,30,119,细颗粒物(PM2.5),新区二泵站,吴忠市
3648A,2024-11-06T1300,106.2112,37.9768,80,123,1.3,43,24,80,30,107,细颗粒物(PM2.5),文卫南街,吴忠市
1794A,2024-11-06T1300,118.3606,31.3519,16,28,0.4,19,10,88,50,28,—,监测站,芜湖市
1795A,2024-11-06T1300,118.3714,31.4134,16,20,0.3,18,10,92,52,29,—,科创中心,芜湖市
1796A,2024-11-06T1300,118.3673,31.3131,20,46,0.5,23,11,99,58,46,—,四水厂,芜湖市
3328A,2024-11-06T1300,118.4209,31.3707,14,22,0.4,15,4,95,57,30,—,市气象局,芜湖市
3465A,2024-11-06T1300,118.4781,31.3225,18,46,0.4,19,10,93,43,46,—,清苑社区,芜湖市
3466A,2024-11-06T1300,118.2746,31.2326,18,36,0.4,20,10,98,60,36,—,扬子职业技术学院,芜湖市
2495A,2024-11-06T1300,111.3014,23.4832,44,55,0.9,4,9,140,119,62,细颗粒物(PM2.5),市逸夫小学,梧州市
2496A,2024-11-06T1300,111.3239,23.4794,38,56,0.8,9,9,144,132,54,细颗粒物(PM2.5),市十一中,梧州市
2497A,2024-11-06T1300,111.247,23.4189,44,89,0.8,8,10,134,113,70,颗粒物(PM10),龙圩,梧州市
2498A,2024-11-06T1300,111.2711,23.4835,40,72,0.7,9,10,147,118,61,颗粒物(PM10),龙新,梧州市
2711A,2024-11-06T1300,87.5475,44.1756,72,123,0.9,36,15,47,10,97,细颗粒物(PM2.5),农水大厦,五家渠市
3441A,2024-11-06T1300,87.546,44.1912,—,—,0.9,36,14,52,12,—,—,经开区管委会,五家渠市
1325A,2024-11-06T1300,114.3677,30.5584,27,45,0.7,17,12,139,76,45,—,东湖梨园,武汉市
1326A,2024-11-06T1300,114.2529,30.558,29,52,0.7,18,12,127,69,51,颗粒物(PM10),汉阳月湖,武汉市
1327A,2024-11-06T1300,114.282,30.6189,32,54,0.7,17,12,119,72,52,颗粒物(PM10),汉口花桥,武汉市
1328A,2024-11-06T1300,114.3025,30.5332,34,60,1.0,15,13,132,72,55,颗粒物(PM10),武昌紫阳,武汉市
1329A,2024-11-06T1300,114.3646,30.6217,46,63,0.8,28,16,124,66,64,细颗粒物(PM2.5),青山钢花,武汉市
1330A,2024-11-06T1300,114.1566,30.4825,43,58,0.7,20,12,117,69,60,细颗粒物(PM2.5),沌口新区,武汉市
1331A,2024-11-06T1300,114.3014,30.5944,35,51,0.7,25,—,123,70,—,—,汉口江滩,武汉市
1333A,2024-11-06T1300,114.135,30.6319,24,54,0.7,24,11,125,73,52,颗粒物(PM10),吴家山,武汉市
1334A,2024-11-06T1300,113.8454,30.2917,27,66,0.7,17,7,126,62,58,颗粒物(PM10),沉湖七壕,武汉市
3153A,2024-11-06T1300,114.3877,30.4908,38,47,0.7,22,13,133,79,54,细颗粒物(PM2.5),民族大道182号,武汉市
2652A,2024-11-06T1300,102.6201,37.9251,30,71,0.5,24,6,65,24,61,颗粒物(PM10),监测站,武威市
3201A,2024-11-06T1300,102.6486,37.9325,31,74,0.4,17,6,71,23,62,颗粒物(PM10),东关招商场,武威市
1462A,2024-11-06T1300,108.882,34.2749,116,169,0.9,62,8,49,15,152,细颗粒物(PM2.5),高压开关厂,西安市
1463A,2024-11-06T1300,108.993,34.2629,54,119,0.9,55,7,47,12,85,颗粒物(PM10),兴庆小区,西安市
1464A,2024-11-06T1300,109.06,34.2572,76,157,0.8,49,11,60,16,104,颗粒物(PM10),纺织城,西安市
1465A,2024-11-06T1300,108.9356,34.2173,—,—,—,52,6,46,10,—,—,小寨,西安市
1466A,2024-11-06T1300,108.954,34.2713,—,—,0.9,57,8,55,16,—,—,市人民体育场,西安市
1467A,2024-11-06T1300,108.8922,34.2322,119,150,0.9,54,8,49,15,156,细颗粒物(PM2.5),高新西区,西安市
1468A,2024-11-06T1300,108.935,34.3474,122,132,0.7,50,9,56,17,160,细颗粒物(PM2.5),经开区,西安市
1469A,2024-11-06T1300,108.906,34.1546,103,182,0.8,68,8,53,20,135,细颗粒物(PM2.5),长安区,西安市
1471A,2024-11-06T1300,109.2186,34.3731,82,130,0.6,32,11,62,23,109,细颗粒物(PM2.5),临潼区,西安市
1472A,2024-11-06T1300,108.869,34.378,66,119,0.4,30,5,64,23,89,细颗粒物(PM2.5),草滩,西安市
1473A,2024-11-06T1300,108.985,34.1978,115,164,1.0,52,10,53,14,150,细颗粒物(PM2.5),曲江文化产业集团,西安市
1474A,2024-11-06T1300,109.051,34.3213,84,149,0.7,40,9,65,17,112,细颗粒物(PM2.5),广运潭,西安市
3524A,2024-11-06T1300,108.6116,34.1164,106,137,1.0,32,14,83,28,139,细颗粒物(PM2.5),文体局,西安市
3605A,2024-11-06T1300,109.09,34.5236,64,81,0.7,24,15,85,31,87,细颗粒物(PM2.5),无线电监控中心,西安市
1483A,2024-11-06T1300,101.524,36.6867,—,—,—,—,—,—,—,—,—,第五水厂,西宁市
3055A,2024-11-06T1300,101.7775,36.6428,44,71,1.2,32,44,79,26,62,细颗粒物(PM2.5),城北区政府,西宁市
3629A,2024-11-06T1300,101.8305,36.5786,59,80,1.3,45,49,69,26,80,细颗粒物(PM2.5),世纪职校,西宁市
3630A,2024-11-06T1300,101.7413,36.6397,25,69,—,30,37,77,21,—,—,师大城西校区,西宁市
2612A,2024-11-06T1300,100.7939,22.0019,26,36,0.8,18,7,45,39,38,—,景洪市江南,西双版纳傣族自治州
2613A,2024-11-06T1300,100.8017,22.0225,17,31,0.8,13,5,52,46,31,—,景洪市江北,西双版纳傣族自治州
3606A,2024-11-06T1300,108.7108,34.46,63,85,0.5,32,13,81,30,85,细颗粒物(PM2.5),北杜,西咸新区
3607A,2024-11-06T1300,108.7096,34.2956,108,121,0.7,35,10,82,26,142,细颗粒物(PM2.5),同德佳苑,西咸新区
3608A,2024-11-06T1300,108.8558,34.4978,54,89,0.7,29,12,85,31,74,细颗粒物(PM2.5),崇文塔,西咸新区
2202A,2024-11-06T1300,116.1042,43.9317,3,10,0.2,5,7,73,46,23,—,市环保监测站,锡林郭勒盟
2203A,2024-11-06T1300,116.0781,43.9311,3,9,0.2,4,8,74,50,24,—,市政府,锡林郭勒盟
1286A,2024-11-06T1300,118.1608,24.8169,—,—,—,—,—,—,—,—,—,溪东,厦门市
1287A,2024-11-06T1300,118.1514,24.4767,14,38,0.4,4,2,106,87,38,—,洪文,厦门市
1288A,2024-11-06T1300,118.0661,24.4444,14,34,0.3,11,2,110,92,35,—,鼓浪屿,厦门市
2842A,2024-11-06T1300,118.0936,24.5058,17,37,—,—,3,82,83,—,—,湖里中学,厦门市
3527A,2024-11-06T1300,118.0958,24.5688,12,28,0.2,8,1,105,93,33,—,集美中学,厦门市
3528A,2024-11-06T1300,118.1493,24.7245,12,20,0.2,6,2,110,102,35,—,同安二实小,厦门市
2447A,2024-11-06T1300,114.3175,29.8142,17,23,0.7,16,9,117,100,37,—,森林公园,咸宁市
2448A,2024-11-06T1300,114.3107,29.8454,23,45,0.6,12,7,130,89,45,—,市发改委,咸宁市
2449A,2024-11-06T1300,114.2936,29.8566,24,40,0.6,11,6,134,95,42,—,咸安区政府,咸宁市
3655A,2024-11-06T1300,114.3375,29.8683,22,48,0.5,14,8,139,90,48,—,长江产业园,咸宁市
1918A,2024-11-06T1300,108.7197,34.3956,—,—,—,—,—,—,—,—,—,气象站,咸阳市
1919A,2024-11-06T1300,108.673,34.3155,111,140,0.8,35,12,85,32,145,细颗粒物(PM2.5),实验中学,咸阳市
1920A,2024-11-06T1300,108.7233,34.3617,124,—,0.9,37,12,82,32,163,细颗粒物(PM2.5),师范学院,咸阳市
3165A,2024-11-06T1300,108.6594,34.2969,113,162,0.9,43,13,72,26,148,细颗粒物(PM2.5),两寺渡,咸阳市
3525A,2024-11-06T1300,108.6396,34.4078,80,142,0.7,32,17,80,32,107,细颗粒物(PM2.5),奥体中心,咸阳市
1508A,2024-11-06T1300,112.9433,27.8614,31,55,0.4,9,5,130,73,53,颗粒物(PM10),板塘,湘潭市
1511A,2024-11-06T1300,112.9118,27.8403,28,56,0.5,10,6,140,78,53,颗粒物(PM10),市监测站,湘潭市
1512A,2024-11-06T1300,112.8937,27.8728,33,43,0.5,11,4,140,93,48,—,江麓,湘潭市
1513A,2024-11-06T1300,112.9227,27.8159,30,30,0.5,8,9,134,74,43,—,岳塘,湘潭市
1514A,2024-11-06T1300,112.9074,27.9119,31,49,0.3,16,4,134,81,49,—,科大,湘潭市
