area,positionname,stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
达州市,达州职业技术学院,2548A,2024-11-06T1400,107.5277,31.2827,27,35,0.6,26,5,25,10,39,—
达州市,市环境监测站,2549A,2024-11-06T1400,107.5086,31.2186,19,39,0.5,29,6,38,11,39,—
达州市,凤凰小区,2550A,2024-11-06T1400,107.4988,31.2132,27,36,0.5,26,8,42,15,39,—
达州市,达县机关宾馆,2551A,2024-11-06T1400,107.5082,31.1986,25,34,0.6,26,5,52,21,36,—
达州市,市政中心,2552A,2024-11-06T1400,107.4644,31.2124,19,38,0.5,27,6,50,15,38,—
大理白族自治州,大理市环境监测站,2614A,2024-11-06T1400,100.1542,25.7054,34,34,0.6,8,6,72,35,49,—
大理白族自治州,大理古城,2615A,2024-11-06T1400,100.2171,25.5811,27,34,0.5,9,9,73,42,39,—
大连市,甘井子,1109A,2024-11-06T1400,121.612,38.9741,14,27,0.7,34,12,59,46,27,—
大连市,周水子,1110A,2024-11-06T1400,121.565,38.9511,17,31,0.6,44,13,42,34,31,—
大连市,星海三站,1111A,2024-11-06T1400,121.5637,38.8845,10,21,0.5,15,9,69,44,22,—
大连市,青泥洼桥,1112A,2024-11-06T1400,121.6302,38.9117,10,22,0.1,18,11,67,46,22,—
大连市,傅家庄,1113A,2024-11-06T1400,121.6251,38.8638,9,17,0.3,17,10,72,58,23,—
大连市,七贤岭,1114A,2024-11-06T1400,121.5213,38.8661,8,22,0.6,15,8,66,46,22,—
大连市,旅顺,1115A,2024-11-06T1400,121.2529,38.8061,6,19,0.5,15,9,78,54,25,—
大连市,金州,1116A,2024-11-06T1400,121.7485,39.1311,14,21,0.4,18,6,66,53,21,—
大连市,开发区,1117A,2024-11-06T1400,121.7811,39.0496,10,21,0.2,18,8,59,56,21,—
大连市,双D港,1118A,2024-11-06T1400,121.9762,39.0631,7,12,0.4,10,7,79,67,25,—
大庆市,大同区,1789A,2024-11-06T1400,124.81117,46.03138,20,31,0.3,4,2,60,38,31,—
大庆市,龙凤区,1790A,2024-11-06T1400,125.129,46.533,33,39,0.5,4,3,54,36,48,—
大庆市,红岗区,1791A,2024-11-06T1400,124.902,46.408,28,36,0.3,7,6,59,39,40,—
大庆市,萨尔图区,1792A,2024-11-06T1400,125.153,46.586,15,39,0.2,12,6,53,39,39,—
大庆市,让胡路区,1793A,2024-11-06T1400,124.9042,46.6215,36,—,0.2,4,4,54,39,52,细颗粒物(PM2.5)
大庆市,萨区政府监测点,3481A,2024-11-06T1400,125.141,46.634,12,20,0.2,6,5,52,36,20,—
大同市,果树场,1721A,2024-11-06T1400,113.3819,40.1097,17,46,0.4,24,11,70,29,46,—
大同市,云冈宾馆,1723A,2024-11-06T1400,113.2994,40.0758,20,58,0.7,31,17,69,33,54,颗粒物(PM10)
大同市,大同大学,1724A,2024-11-06T1400,113.3444,40.0917,22,47,0.6,28,14,70,32,47,—
大同市,安家小村,1725A,2024-11-06T1400,113.2661,40.1269,28,68,0.5,25,18,78,35,59,颗粒物(PM10)
大同市,教育学院,1726A,2024-11-06T1400,113.2711,40.0844,26,64,0.5,30,14,71,35,57,颗粒物(PM10)
大同市,大同市卫生学校,3282A,2024-11-06T1400,113.3397,40.0597,—,—,0.4,—,—,—,29,—,—
大同市,云冈站,3565A,2024-11-06T1400,113.1367,40.1122,39,77,0.5,31,16,74,34,64,颗粒物(PM10)
大同市,图书馆,3566A,2024-11-06T1400,113.1186,40.2556,37,61,0.5,31,19,74,37,56,颗粒物(PM10)
大同市,区一中,3567A,2024-11-06T1400,113.5931,40.0461,14,51,0.5,27,19,63,37,51,颗粒物(PM10)
大同市,第二人民医院,3676A,2024-11-06T1400,113.2802,40.0995,26,74,0.5,27,17,75,35,62,颗粒物(PM10)
大兴安岭地区,科技局,2269A,2024-11-06T1400,124.1069,50.4097,8,—,0.2,2,4,54,40,17,—
大兴安岭地区,红旗社区,3663A,2024-11-06T1400,124.1164,50.4278,3,6,0.3,3,3,50,36,16,—
丹东市,江湾东路,1600A,2024-11-06T1400,124.3303,40.0625,11,19,—,6,10,61,51,—,—
丹东市,临江后街,1601A,2024-11-06T1400,124.4256,40.1503,9,11,0.3,5,4,64,54,20,—
丹东市,元宝山,1602A,2024-11-06T1400,124.3933,40.1461,3,12,0.4,4,4,64,55,20,—
丹东市,民主桥,1603A,2024-11-06T1400,124.3633,40.1092,6,18,0.3,8,5,61,50,20,—
儋州市,第一中学子站,3541A,2024-11-06T1400,109.5726,19.5167,27,44,0.7,7,7,96,86,44,—
儋州市,东坡学校子站,3542A,2024-11-06T1400,109.5567,19.5187,22,42,0.7,9,7,103,90,42,—
德宏傣族景颇族自治州,德宏州监测站,2616A,2024-11-06T1400,98.5842,24.428,9,15,0.6,15,5,57,29,18,—
德宏傣族景颇族自治州,芒市人民政府综合楼,3677A,2024-11-06T1400,98.5881,24.4368,8,18,0.7,15,4,48,24,18,—
德阳市,东山公园,1901A,2024-11-06T1400,104.4239,31.1208,18,42,0.6,10,2,68,42,42,—
德阳市,西小区,1902A,2024-11-06T1400,104.3826,31.1317,28,53,0.6,18,1,52,40,52,颗粒物(PM10)
德阳市,耐火材料厂,1904A,2024-11-06T1400,104.3553,31.1091,19,38,0.4,18,3,51,35,38,—
德阳市,市教育局,3639A,2024-11-06T1400,104.4019,31.1244,19,45,0.6,16,2,57,35,45,—
德州市,儿童乐园,1622A,2024-11-06T1400,116.3032,37.4674,24,51,0.5,26,14,84,48,51,颗粒物(PM10)
德州市,监理站,1624A,2024-11-06T1400,116.2991,37.4451,19,36,0.5,23,13,86,48,36,—
德州市,九衢泉纯净水厂,3066A,2024-11-06T1400,116.2721,37.4379,19,46,0.5,22,15,82,44,46,—
德州市,开发区人民医院,3371A,2024-11-06T1400,116.3728,37.4403,17,41,0.6,19,14,83,42,41,—
德州市,太阳城中学,3372A,2024-11-06T1400,116.3572,37.4094,19,41,0.5,27,13,—,26,—,—
德州市,陵城艺术中心,3511A,2024-11-06T1400,116.5652,37.3319,22,39,0.6,25,14,78,42,39,—
迪庆藏族自治州,迪庆州站,2621A,2024-11-06T1400,99.7056,27.8317,15,20,0.2,9,7,83,44,26,—
迪庆藏族自治州,质量技术监督局,3180A,2024-11-06T1400,99.7136,27.8094,6,34,0.4,12,7,81,41,34,—
定西市,东关小学,2663A,2024-11-06T1400,104.6241,35.5734,28,50,0.3,7,4,78,61,50,—
定西市,供电公司,2664A,2024-11-06T1400,104.6194,35.5934,27,42,0.3,6,7,79,61,42,—
东莞市,莞城梨川,1389A,2024-11-06T1400,113.7547,23.0494,31,47,0.8,13,9,147,124,47,—
东莞市,东城石井,1390A,2024-11-06T1400,113.7944,23.0128,34,50,0.8,12,11,158,124,50,—
东莞市,南城西平,1391A,2024-11-06T1400,113.7383,22.9658,34,55,0.7,13,7,160,122,53,颗粒物(PM10)
东莞市,万江金泰,3319A,2024-11-06T1400,113.7338,23.0381,30,43,0.8,10,8,142,123,45,—
东莞市,南城元岭,3626A,2024-11-06T1400,113.7533,23.0202,31,47,0.7,7,9,140,120,47,—
东莞市,东城主山,3627A,2024-11-06T1400,113.7875,23.0457,34,51,0.7,13,10,155,126,51,颗粒物(PM10)
东营市,市环保局,1666A,2024-11-06T1400,118.6614,37.4309,14,36,0.5,24,5,85,43,36,—
东营市,开发区管委会,3036A,2024-11-06T1400,118.6904,37.4338,17,43,0.5,20,8,84,41,43,—
东营市,垦利区民丰路,3365A,2024-11-06T1400,118.5719,37.565,17,39,0.3,21,10,89,43,39,—
东营市,河口城区,3498A,2024-11-06T1400,118.5055,37.8612,17,36,—,17,—,78,42,—,—
东营市,胜利站,3646A,2024-11-06T1400,118.4978,37.4623,12,42,0.3,25,7,83,46,42,—
东营市,理想之城,3734A,2024-11-06T1400,118.35,37.26,27,29,0.4,21,6,82,40,39,—
鄂尔多斯市,综合楼,1591A,2024-11-06T1400,110.0023,39.8129,27,66,0.6,30,16,76,50,58,颗粒物(PM10)
鄂尔多斯市,巴音孟克林场办事处,1592A,2024-11-06T1400,109.9486,39.8261,22,56,0.6,34,17,71,48,53,颗粒物(PM10)
鄂尔多斯市,康泽苑,1593A,2024-11-06T1400,109.7736,39.5986,19,44,0.4,16,10,95,38,44,—
鄂尔多斯市,华泰汽车城,1594A,2024-11-06T1400,109.8119,39.5989,17,39,0.5,17,12,93,34,39,—
鄂尔多斯市,奥林花园,1595A,2024-11-06T1400,109.9734,39.7884,22,58,0.7,33,16,70,38,54,颗粒物(PM10)
鄂州市,市政府,2436A,2024-11-06T1400,114.8938,30.3994,19,38,0.6,16,8,121,74,38,—
鄂州市,赵家坝,2437A,2024-11-06T1400,114.8989,30.3714,20,39,0.5,19,10,135,76,43,—
鄂州市,精准医疗中心,3654A,2024-11-06T1400,114.8094,30.4089,25,57,1.1,23,14,129,89,54,颗粒物(PM10)
恩施土家族苗族自治州,湖北民院,2454A,2024-11-06T1400,109.4978,30.2981,32,55,0.6,13,6,100,35,53,颗粒物(PM10)
恩施土家族苗族自治州,州电力总公司,2455A,2024-11-06T1400,109.4707,30.2798,29,46,0.6,15,8,99,35,46,—
恩施土家族苗族自治州,龙凤新区,3549A,2024-11-06T1400,109.5061,30.3772,29,42,0.8,17,6,81,34,42,—
防城港市,沙万,2499A,2024-11-06T1400,108.3411,21.6158,51,97,0.7,12,6,138,109,74,颗粒物(PM10)
防城港市,防城档案局,2500A,2024-11-06T1400,108.3514,21.7731,48,—,0.9,—,7,133,100,—,—
防城港市,大海花园,2501A,2024-11-06T1400,108.3506,21.6414,47,84,0.7,12,5,140,114,67,颗粒物(PM10)
佛山市,湾梁,1371A,2024-11-06T1400,113.1294,23.0067,33,56,0.8,23,8,171,135,64,臭氧1小时
佛山市,华材职中,1372A,2024-11-06T1400,113.1083,23.0478,36,58,0.6,21,9,171,129,64,臭氧1小时
佛山市,南海气象局,1373A,2024-11-06T1400,113.144,23.0453,32,64,0.6,17,8,169,132,62,臭氧1小时
佛山市,顺德苏岗,1374A,2024-11-06T1400,113.2881,22.8094,31,61,0.8,16,8,166,121,58,臭氧1小时
佛山市,高明孔堂,1376A,2024-11-06T1400,112.8383,22.8678,41,61,0.7,19,8,181,133,77,臭氧1小时
佛山市,三水监测站,1377A,2024-11-06T1400,112.8836,23.1588,41,51,0.7,17,9,164,131,58,细颗粒物(PM2.5)
佛山市,三水云东海,1378A,2024-11-06T1400,112.867,23.185,37,40,0.7,14,12,156,122,53,细颗粒物(PM2.5)
佛山市,容桂街道办,3625A,2024-11-06T1400,113.2544,22.7642,31,48,0.7,19,8,174,127,68,臭氧1小时
福州市,鼓山,1280A,2024-11-06T1400,119.3903,26.0543,—,—,—,—,—,—,110,—,—
福州市,师大,1282A,2024-11-06T1400,119.2681,26.0504,3,19,0.3,6,2,120,107,38,—
福州市,五四北路,1283A,2024-11-06T1400,119.2984,26.1028,3,13,0.3,12,1,117,102,37,—
福州市,杨桥西路,1284A,2024-11-06T1400,119.2648,26.0768,3,22,0.3,4,1,122,106,39,—
福州市,紫阳,1285A,2024-11-06T1400,119.317,26.0746,3,29,0.4,6,3,110,92,35,—
福州市,九龙,3048A,2024-11-06T1400,119.5799,26.0936,—,—,—,—,—,—,125,—,—
福州市,吴航,3526A,2024-11-06T1400,119.5189,25.9664,7,18,0.1,8,3,114,100,36,—
抚顺市,望花区,1755A,2024-11-06T1400,123.7977,41.8491,12,15,0.7,14,6,62,38,20,—
抚顺市,顺城区,1756A,2024-11-06T1400,123.9161,41.8822,8,21,0.3,14,5,63,32,21,—
抚顺市,东洲区,1757A,2024-11-06T1400,124.0436,41.8611,7,8,0.3,9,7,58,42,19,—
抚顺市,新抚区,1758A,2024-11-06T1400,123.9247,41.8642,9,22,0.1,12,9,61,35,22,—
抚顺市,大伙房水库,1759A,2024-11-06T1400,124.0972,41.8961,7,12,0.3,3,7,64,45,20,—
抚顺市,沈抚新城,1760A,2024-11-06T1400,123.7086,41.8391,14,29,0.4,10,8,65,38,29,—
抚州市,桐源党溪,2376A,2024-11-06T1400,116.2127,28.0814,22,47,0.4,5,6,117,78,47,—
抚州市,市站,2377A,2024-11-06T1400,116.3544,27.9831,17,45,0.7,14,—,111,78,—,—
抚州市,血防站,2378A,2024-11-06T1400,116.3565,27.963,16,44,0.4,6,4,123,60,44,—
抚州市,采茶剧团,2379A,2024-11-06T1400,116.3564,28.0007,20,42,0.9,5,8,121,80,42,—
抚州市,医学分院,2380A,2024-11-06T1400,116.385,27.9647,17,46,0.6,7,8,116,76,46,—
阜新市,工业园区,2207A,2024-11-06T1400,121.6094,41.998,11,25,0.3,10,13,78,37,25,—
阜新市,长青街,2208A,2024-11-06T1400,121.6697,42.0279,15,25,0.5,20,16,70,33,25,—
阜新市,农业园区,2209A,2024-11-06T1400,121.6673,42.0705,12,23,0.3,12,14,72,46,23,—
阜新市,东苑,2210A,2024-11-06T1400,121.6717,42.0224,23,36,0.5,18,19,64,32,36,—
阜新市,玉龙新城,2211A,2024-11-06T1400,121.6506,42.0498,17,32,0.4,10,14,82,40,32,—
阜阳市,市监测站,2301A,2024-11-06T1400,115.8277,32.8929,36,58,0.5,16,9,110,61,54,颗粒物(PM10)
阜阳市,开发区,2303A,2024-11-06T1400,115.8554,32.8605,45,77,0.6,23,9,102,56,64,颗粒物(PM10)
阜阳市,阜阳职业技术学院,2875A,2024-11-06T1400,115.784,32.8892,39,44,0.4,14,9,107,59,55,细颗粒物(PM2.5)
阜阳市,市规划展馆,3468A,2024-11-06T1400,115.7901,32.8613,38,58,0.4,17,9,110,63,54,"颗粒物(PM10),细颗粒物(PM2.5)"
阜阳市,枣园社区,3469A,2024-11-06T1400,115.836,32.9183,41,49,0.4,17,9,106,58,58,细颗粒物(PM2.5)
甘南藏族自治州,州政府,2669A,2024-11-06T1400,102.9099,34.9841,11,16,0.3,3,2,75,32,24,—
甘南藏族自治州,甘肃民族师范学院,3380A,2024-11-06T1400,102.8914,34.9617,9,—,0.7,11,8,76,31,24,—
甘孜藏族自治州,水桥子,2570A,2024-11-06T1400,101.9603,30.0475,3,7,0.2,5,6,54,23,17,—
甘孜藏族自治州,州环保局,3065A,2024-11-06T1400,101.9533,29.9972,3,12,0.2,7,4,59,39,19,—
赣江新区,桑海产业园,3414A,2024-11-06T1400,115.8347,28.932,20,41,0.7,15,12,118,78,41,—
赣州市,通天岩,2362A,2024-11-06T1400,114.9017,25.9149,3,23,1.6,8,122,132,87,42,—
赣州市,地委,2363A,2024-11-06T1400,114.9367,25.8664,31,49,0.6,8,2,123,106,49,—
赣州市,气象台,2364A,2024-11-06T1400,114.9461,25.8481,33,54,0.6,4,4,122,104,52,颗粒物(PM10)
赣州市,市图书馆,2365A,2024-11-06T1400,114.9322,25.8333,25,41,0.7,9,5,129,112,41,—
赣州市,华坚鞋城,2366A,2024-11-06T1400,114.8905,25.8471,18,46,0.7,9,6,120,110,46,—
赣州市,赣县区卫计委,3109A,2024-11-06T1400,115.0093,25.8613,29,41,0.6,6,6,106,91,42,—
固原市,马园,2683A,2024-11-06T1400,106.2319,36.1417,3,14,0.5,5,6,83,45,26,—
固原市,监测站,2684A,2024-11-06T1400,106.2792,36.0022,13,18,0.4,14,5,84,42,27,—
固原市,新区,2685A,2024-11-06T1400,106.2375,36.0211,9,15,0.3,7,4,82,42,26,—
固原市,原州区十五小,3522A,2024-11-06T1400,106.2177,35.9959,8,18,0.3,6,5,94,78,30,—
广安市,小平旧居,2543A,2024-11-06T1400,106.6308,30.5278,—,—,—,—,—,—,—,—,—
广安市,市委,2544A,2024-11-06T1400,106.6303,30.4576,20,42,0.5,18,3,62,42,42,—
广安市,友谊中学,2545A,2024-11-06T1400,106.6271,30.4663,26,38,0.5,18,3,64,34,38,—
广安市,广电花园,2547A,2024-11-06T1400,106.6388,30.4551,21,35,0.3,18,5,61,42,35,—
广安市,北辰小学,2902A,2024-11-06T1400,106.6351,30.4865,22,40,0.6,15,4,69,45,40,—
广元市,黑石坡,2523A,2024-11-06T1400,105.8945,32.4535,15,22,0.5,24,5,6,26,22,—
广元市,老城,2524A,2024-11-06T1400,105.821,32.4444,26,51,1.1,31,24,23,16,51,颗粒物(PM10)
广元市,监测站,2526A,2024-11-06T1400,105.8628,32.4287,30,34,0.9,34,4,28,15,43,—
广元市,经开区,3617A,2024-11-06T1400,105.8047,32.4166,61,102,1.8,39,89,15,13,83,细颗粒物(PM2.5)
广州市,广雅中学,1345A,2024-11-06T1400,113.2347,23.1423,34,62,1.1,19,8,156,124,56,颗粒物(PM10)
广州市,市五中,1346A,2024-11-06T1400,113.2612,23.105,41,68,0.7,15,6,165,139,59,颗粒物(PM10)
广州市,广东商学院,1348A,2024-11-06T1400,113.3478,23.0916,31,44,0.6,14,7,152,130,48,—
广州市,市八十六中,1349A,2024-11-06T1400,113.4332,23.1047,31,50,0.6,12,5,140,117,50,—
广州市,番禺中学,1350A,2024-11-06T1400,113.3505,22.9483,9,35,0.6,21,7,157,129,50,—
广州市,花都师范,1351A,2024-11-06T1400,113.2146,23.3916,30,46,1.1,11,6,137,128,46,—
广州市,市监测站,1352A,2024-11-06T1400,113.2597,23.1331,33,53,0.6,10,6,155,128,52,颗粒物(PM10)
广州市,九龙镇镇龙,1353A,2024-11-06T1400,113.5618,23.312,32,46,0.7,9,6,129,119,46,—
广州市,麓湖,1354A,2024-11-06T1400,113.2765,23.1544,38,59,0.7,14,6,160,132,55,颗粒物(PM10)
广州市,帽峰山森林公园,1355A,2024-11-06T1400,113.443,23.3035,26,39,0.7,10,7,147,129,46,—
广州市,体育西,2846A,2024-11-06T1400,113.3221,23.1322,35,49,0.9,10,7,150,124,50,—
广州市,从化街口,3298A,2024-11-06T1400,113.5717,23.5491,34,44,0.7,9,8,130,126,49,—
广州市,白云竹料,3299A,2024-11-06T1400,113.3472,23.3692,32,59,0.8,9,8,146,135,55,颗粒物(PM10)
广州市,白云嘉禾,3300A,2024-11-06T1400,113.2981,23.237,34,56,0.9,16,8,153,130,53,颗粒物(PM10)
广州市,黄埔科学城,3301A,2024-11-06T1400,113.4256,23.1716,32,46,0.7,10,6,146,126,46,—
广州市,番禺大学城,3302A,2024-11-06T1400,113.3942,23.0483,27,125,0.6,13,7,146,122,88,颗粒物(PM10)
广州市,南沙黄阁,3303A,2024-11-06T1400,113.4922,22.8168,37,71,0.7,21,10,164,120,61,颗粒物(PM10)
广州市,南沙街,3304A,2024-11-06T1400,113.5342,22.7896,41,69,0.8,17,—,176,119,—,—
广州市,花都梯面,3443A,2024-11-06T1400,113.2902,23.5544,31,45,0.7,8,9,139,128,45,—
广州市,从化良口,3445A,2024-11-06T1400,113.7858,23.7478,32,43,—,7,—,131,126,—,—
广州市,增城荔城,3446A,2024-11-06T1400,113.8051,23.2614,33,44,0.7,12,8,132,118,48,—
贵港市,德智高中,2505A,2024-11-06T1400,109.568,23.1478,—,—,—,—,—,—,—,—,—
贵港市,江南子站,2506A,2024-11-06T1400,109.6047,23.0666,44,68,0.8,11,9,164,120,62,细颗粒物(PM2.5)
贵港市,贵城子站,2507A,2024-11-06T1400,109.6014,23.0948,42,70,0.9,10,8,152,114,60,颗粒物(PM10)
贵港市,荷城子站,2508A,2024-11-06T1400,109.5669,23.1065,41,63,0.7,12,11,140,111,58,细颗粒物(PM2.5)
贵港市,新世纪学校,3405A,2024-11-06T1400,109.5886,23.1172,44,61,0.8,10,9,146,113,62,细颗粒物(PM2.5)
贵阳市,马鞍山,1439A,2024-11-06T1400,106.6899,26.5998,19,36,0.6,10,5,128,92,40,—
贵阳市,市环保站,1440A,2024-11-06T1400,106.6971,26.5694,34,39,0.4,12,5,146,113,49,—
贵阳市,鉴湖路,1441A,2024-11-06T1400,106.6243,26.6266,22,24,0.5,10,4,117,107,37,—
贵阳市,燕子冲,1442A,2024-11-06T1400,106.7487,26.6343,22,22,0.4,7,5,129,104,41,—
贵阳市,碧云窝,1443A,2024-11-06T1400,106.6555,26.4365,24,39,0.5,11,6,141,102,45,—
贵阳市,中院村,1444A,2024-11-06T1400,106.694,26.5161,27,36,0.7,14,4,131,106,41,—
贵阳市,红边门,1445A,2024-11-06T1400,106.7109,26.6027,29,41,0.6,12,5,132,102,42,—
贵阳市,新华路,1446A,2024-11-06T1400,106.7164,26.5699,34,39,0.5,9,5,136,101,49,—
贵阳市,太慈桥,1447A,2024-11-06T1400,106.674,26.5424,24,27,0.4,16,4,131,99,41,—
贵阳市,桐木岭,1552A,2024-11-06T1400,106.805,26.3003,36,61,0.6,4,7,16,92,56,颗粒物(PM10)
桂林市,电子科大尧山校区,1862A,2024-11-06T1400,110.4144,25.3167,32,—,0.6,10,5,148,138,47,—
桂林市,监测站,1863A,2024-11-06T1400,110.2819,25.2697,49,70,0.7,13,11,151,139,68,细颗粒物(PM2.5)
桂林市,龙隐路小学,1864A,2024-11-06T1400,110.3089,25.2708,44,52,0.7,10,10,159,144,62,细颗粒物(PM2.5)
桂林市,八中,1865A,2024-11-06T1400,110.2869,25.2178,34,56,0.8,12,10,149,134,53,颗粒物(PM10)
桂林市,创业大厦,3403A,2024-11-06T1400,110.1764,25.2381,36,53,0.5,15,8,152,144,52,"颗粒物(PM10),细颗粒物(PM2.5)"
桂林市,旅游学院,3531A,2024-11-06T1400,110.296,25.1253,39,58,—,14,10,153,138,—,—
果洛藏族自治州,玛沁县大武镇,2674A,2024-11-06T1400,100.2561,34.4714,3,12,0.5,2,15,84,46,27,—
哈尔滨市,岭北,1129A,2024-11-06T1400,126.5422,45.755,53,89,0.4,11,9,73,63,73,细颗粒物(PM2.5)
哈尔滨市,松北商大,1130A,2024-11-06T1400,126.561,45.8167,43,58,0.4,14,8,54,32,60,细颗粒物(PM2.5)
哈尔滨市,阿城会宁,1131A,2024-11-06T1400,126.979,45.5419,20,29,0.6,9,8,46,23,29,—
哈尔滨市,南岗学府路,1132A,2024-11-06T1400,126.599,45.7222,45,70,0.5,15,6,55,33,63,细颗粒物(PM2.5)
哈尔滨市,太平宏伟公园,1133A,2024-11-06T1400,126.689,45.7733,54,62,0.5,15,8,54,34,74,细颗粒物(PM2.5)
哈尔滨市,道外承德广场,1134A,2024-11-06T1400,126.635,45.7667,49,70,0.6,20,6,54,34,68,细颗粒物(PM2.5)
哈尔滨市,香坊红旗大街,1135A,2024-11-06T1400,126.685,45.7319,58,80,0.4,10,8,63,37,79,细颗粒物(PM2.5)
哈尔滨市,动力和平路,1136A,2024-11-06T1400,126.6411,45.7258,52,70,0.6,17,8,54,31,72,细颗粒物(PM2.5)
哈尔滨市,道里建国路,1137A,2024-11-06T1400,126.593,45.7478,52,60,0.3,17,11,48,29,72,细颗粒物(PM2.5)
哈尔滨市,平房东轻厂,1138A,2024-11-06T1400,126.615,45.61,37,57,0.5,11,6,55,30,54,颗粒物(PM10)
哈尔滨市,呼兰师专,1139A,2024-11-06T1400,126.595,45.9855,30,50,0.8,24,5,—,30,—,—
哈尔滨市,省农科院,1140A,2024-11-06T1400,126.6206,45.6842,43,66,0.5,16,6,50,28,60,细颗粒物(PM2.5)
哈密市,地区监测站,2688A,2024-11-06T1400,93.5128,42.8172,45,92,0.5,28,8,66,53,71,颗粒物(PM10)
哈密市,哈密师范学校,2689A,2024-11-06T1400,93.4961,42.8328,46,110,0.6,33,10,65,41,80,颗粒物(PM10)
海北藏族自治州,海晏县西海镇,2671A,2024-11-06T1400,100.9048,36.9639,17,18,0.3,3,12,94,63,30,—
海东市,平安区公安北苑,3867A,2024-11-06T1400,102.0738,36.5056,23,—,0.7,22,16,102,43,33,—
海口市,东寨港,1409A,2024-11-06T1400,110.576,19.9507,—,—,—,—,—,—,—,—,—
海口市,海南大学,1410A,2024-11-06T1400,110.3232,20.0574,35,55,0.6,11,6,153,116,53,颗粒物(PM10)
海口市,秀英海南医院,1411A,2024-11-06T1400,110.283,20.0053,37,49,0.5,12,8,151,113,53,细颗粒物(PM2.5)
海口市,海南师范大学,1412A,2024-11-06T1400,110.338,19.9969,36,54,0.6,14,8,145,113,52,"颗粒物(PM10),细颗粒物(PM2.5)"
海口市,龙华路环保局宿舍,1413A,2024-11-06T1400,110.33,20.0356,35,49,0.5,10,6,153,114,50,—
海口市,桂林洋子站,3539A,2024-11-06T1400,110.5111,19.9736,37,55,0.5,8,8,157,116,53,"颗粒物(PM10),细颗粒物(PM2.5)"
海南藏族自治州,共和县恰卜恰镇,2673A,2024-11-06T1400,100.6188,36.2866,15,—,0.3,10,14,74,41,24,—
海西蒙古族藏族自治州,德令哈市,2676A,2024-11-06T1400,97.3731,37.3753,11,27,0.4,8,10,90,73,29,—
邯郸市,东污水处理厂,1048A,2024-11-06T1400,114.5302,36.6116,48,68,0.5,10,6,91,40,67,细颗粒物(PM2.5)
邯郸市,矿院,1049A,2024-11-06T1400,114.4918,36.5713,46,72,0.3,16,4,90,41,64,细颗粒物(PM2.5)
邯郸市,丛台公园,1050A,2024-11-06T1400,114.484,36.6133,45,57,0.4,18,6,88,39,63,细颗粒物(PM2.5)
邯郸市,香泉濮院小区,3458A,2024-11-06T1400,114.7895,36.5593,35,77,0.8,13,8,109,56,64,颗粒物(PM10)
邯郸市,永年区实验高中,3579A,2024-11-06T1400,114.50634,36.77178,52,87,0.2,18,8,94,36,72,细颗粒物(PM2.5)
邯郸市,峰峰矿区临水派出所,3580A,2024-11-06T1400,114.20016,36.44293,47,69,0.6,25,12,75,38,65,细颗粒物(PM2.5)
汉中市,汉川机床厂子校,2634A,2024-11-06T1400,106.9893,33.1842,28,28,0.5,10,6,67,38,40,—
汉中市,市监测站,2635A,2024-11-06T1400,107.0154,33.0706,25,34,0.5,7,10,69,30,36,—
汉中市,鑫源开发区,2636A,2024-11-06T1400,107.0089,33.1138,22,27,0.6,8,10,70,25,32,—
汉中市,南郑大河坎水厂,2637A,2024-11-06T1400,107.007,33.0323,24,35,0.6,15,9,67,35,35,—
杭州市,滨江,1223A,2024-11-06T1400,120.2072,30.2111,21,38,0.3,20,8,90,64,38,—
杭州市,西溪,1224A,2024-11-06T1400,120.0633,30.2747,17,31,0.4,21,6,98,48,31,—
杭州市,下沙,1226A,2024-11-06T1400,120.3461,30.3153,15,29,0.4,22,7,99,63,31,—
杭州市,卧龙桥,1227A,2024-11-06T1400,120.1269,30.2456,18,31,0.4,18,8,103,63,33,—
杭州市,浙江农大,1228A,2024-11-06T1400,120.1903,30.2692,19,32,0.4,16,5,94,63,32,—
杭州市,和睦小学,1230A,2024-11-06T1400,120.1197,30.3119,20,29,0.4,15,—,107,57,—,—
杭州市,临平镇,1231A,2024-11-06T1400,120.3019,30.4183,13,29,0.3,18,6,103,75,33,—
杭州市,城厢镇,1232A,2024-11-06T1400,120.2697,30.1819,18,32,0.5,18,6,98,73,32,—
杭州市,云栖,1233A,2024-11-06T1400,120.0883,30.1808,14,29,0.4,25,—,99,65,—,—
杭州市,镇二中,3557A,2024-11-06T1400,119.9464,30.0494,10,27,0.5,18,6,97,55,31,—
杭州市,市府大楼,3558A,2024-11-06T1400,119.7183,30.2367,26,39,—,—,8,106,51,—,—
杭州市,消防大队,3656A,2024-11-06T1400,120.1556,30.2864,17,36,0.3,21,8,104,74,36,—
合肥市,明珠广场,1270A,2024-11-06T1400,117.1959,31.7848,22,46,—,—,8,97,57,—,—
合肥市,三里街,1271A,2024-11-06T1400,117.3072,31.8764,19,44,0.5,19,6,89,50,44,—
合肥市,琥珀山庄,1272A,2024-11-06T1400,117.2588,31.8707,26,48,0.7,20,10,98,69,48,—
合肥市,董铺水库,1273A,2024-11-06T1400,117.1604,31.9052,19,48,0.4,18,6,84,54,48,—
合肥市,长江中路,1274A,2024-11-06T1400,117.25,31.8571,25,46,0.5,23,10,94,66,46,—
