stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
2550A,2024-11-06T1200,107.4988,31.2132,22,39,0.7,31,11,17,8,39,—,凤凰小区,达州市
2551A,2024-11-06T1200,107.5082,31.1986,24,36,0.6,27,8,22,12,36,—,达县机关宾馆,达州市
2552A,2024-11-06T1200,107.4644,31.2124,19,43,0.8,34,7,12,6,43,—,市政中心,达州市
2614A,2024-11-06T1200,100.1542,25.7054,31,42,0.6,11,6,57,27,45,—,大理市环境监测站,大理白族自治州
2615A,2024-11-06T1200,100.2171,25.5811,27,38,0.5,9,9,56,34,39,—,大理古城,大理白族自治州
1109A,2024-11-06T1200,121.612,38.9741,10,24,0.7,27,10,57,40,24,—,甘井子,大连市
1110A,2024-11-06T1200,121.565,38.9511,12,26,0.5,27,10,49,27,26,—,周水子,大连市
1111A,2024-11-06T1200,121.5637,38.8845,8,22,0.5,17,8,58,34,22,—,星海三站,大连市
1112A,2024-11-06T1200,121.6302,38.9117,10,22,0.1,28,10,50,42,22,—,青泥洼桥,大连市
1113A,2024-11-06T1200,121.6251,38.8638,6,14,0.3,18,10,67,52,21,—,傅家庄,大连市
1114A,2024-11-06T1200,121.5213,38.8661,6,17,0.7,—,—,59,38,—,—,七贤岭,大连市
1115A,2024-11-06T1200,121.2529,38.8061,6,19,0.5,20,11,64,48,20,—,旅顺,大连市
1116A,2024-11-06T1200,121.7485,39.1311,9,17,0.4,10,5,66,44,21,—,金州,大连市
1117A,2024-11-06T1200,121.7811,39.0496,11,21,0.2,15,5,55,54,21,—,开发区,大连市
1118A,2024-11-06T1200,121.9762,39.0631,8,19,0.4,10,7,71,63,23,—,双D港,大连市
1789A,2024-11-06T1200,124.81117,46.03138,22,—,0.3,4,3,51,26,32,—,大同区,大庆市
1790A,2024-11-06T1200,125.129,46.533,36,58,0.5,10,6,51,28,54,颗粒物(PM10),龙凤区,大庆市
1791A,2024-11-06T1200,124.902,46.408,25,46,0.3,12,8,54,30,46,—,红岗区,大庆市
1792A,2024-11-06T1200,125.153,46.586,75,80,—,—,6,57,33,—,—,萨尔图区,大庆市
1793A,2024-11-06T1200,124.9042,46.6215,64,91,0.4,12,6,54,33,87,细颗粒物(PM2.5),让胡路区,大庆市
3481A,2024-11-06T1200,125.141,46.634,73,87,0.4,17,6,48,28,98,细颗粒物(PM2.5),萨区政府监测点,大庆市
1721A,2024-11-06T1200,113.3819,40.1097,38,58,0.5,30,18,51,13,54,"颗粒物(PM10),细颗粒物(PM2.5)",果树场,大同市
1723A,2024-11-06T1200,113.2994,40.0758,30,85,1.0,40,28,46,21,68,颗粒物(PM10),云冈宾馆,大同市
1724A,2024-11-06T1200,113.3444,40.0917,30,55,0.7,33,21,52,19,53,颗粒物(PM10),大同大学,大同市
1725A,2024-11-06T1200,113.2661,40.1269,44,91,1.1,43,31,50,17,71,颗粒物(PM10),安家小村,大同市
1726A,2024-11-06T1200,113.2711,40.0844,33,95,1.0,49,24,42,14,73,颗粒物(PM10),教育学院,大同市
3282A,2024-11-06T1200,113.3397,40.0597,29,62,0.5,41,22,48,22,56,颗粒物(PM10),大同市卫生学校,大同市
3565A,2024-11-06T1200,113.1367,40.1122,33,73,0.7,35,31,52,18,62,颗粒物(PM10),云冈站,大同市
3566A,2024-11-06T1200,113.1186,40.2556,47,76,0.9,44,125,44,23,65,细颗粒物(PM2.5),图书馆,大同市
3567A,2024-11-06T1200,113.5931,40.0461,19,60,0.6,47,25,38,26,55,颗粒物(PM10),区一中,大同市
3676A,2024-11-06T1200,113.2802,40.0995,38,89,0.9,40,30,49,20,70,颗粒物(PM10),第二人民医院,大同市
2269A,2024-11-06T1200,124.1069,50.4097,7,—,0.2,3,5,41,40,13,—,科技局,大兴安岭地区
3663A,2024-11-06T1200,124.1164,50.4278,—,—,0.3,7,4,33,36,—,—,红旗社区,大兴安岭地区
1600A,2024-11-06T1200,124.3303,40.0625,7,18,0.3,4,—,57,44,—,—,江湾东路,丹东市
1601A,2024-11-06T1200,124.4256,40.1503,11,12,0.3,4,5,63,49,20,—,临江后街,丹东市
1602A,2024-11-06T1200,124.3933,40.1461,3,14,0.4,3,5,60,50,19,—,元宝山,丹东市
1603A,2024-11-06T1200,124.3633,40.1092,6,20,0.3,6,6,58,45,20,—,民主桥,丹东市
3541A,2024-11-06T1200,109.5726,19.5167,24,37,0.7,7,7,92,86,37,—,第一中学子站,儋州市
3542A,2024-11-06T1200,109.5567,19.5187,18,39,0.7,10,7,101,90,39,—,东坡学校子站,儋州市
2616A,2024-11-06T1200,98.5842,24.428,9,25,0.6,14,6,50,18,25,—,德宏州监测站,德宏傣族景颇族自治州
3677A,2024-11-06T1200,98.5881,24.4368,16,27,0.7,14,6,46,17,27,—,芒市人民政府综合楼,德宏傣族景颇族自治州
1901A,2024-11-06T1200,104.4239,31.1208,24,50,0.6,14,—,49,37,—,—,东山公园,德阳市
1902A,2024-11-06T1200,104.3826,31.1317,35,61,0.7,29,2,28,40,56,颗粒物(PM10),西小区,德阳市
1904A,2024-11-06T1200,104.3553,31.1091,32,48,0.5,23,4,35,35,48,—,耐火材料厂,德阳市
3639A,2024-11-06T1200,104.4019,31.1244,23,48,0.7,28,2,27,35,48,—,市教育局,德阳市
1622A,2024-11-06T1200,116.3032,37.4674,46,88,0.6,42,37,84,29,69,颗粒物(PM10),儿童乐园,德州市
1624A,2024-11-06T1200,116.2991,37.4451,46,78,0.6,35,40,92,29,64,"颗粒物(PM10),细颗粒物(PM2.5)",监理站,德州市
3066A,2024-11-06T1200,116.2721,37.4379,36,80,0.6,30,29,87,25,65,颗粒物(PM10),九衢泉纯净水厂,德州市
3371A,2024-11-06T1200,116.3728,37.4403,36,66,0.6,28,24,72,24,58,颗粒物(PM10),开发区人民医院,德州市
3372A,2024-11-06T1200,116.3572,37.4094,39,88,0.7,44,28,75,21,69,颗粒物(PM10),太阳城中学,德州市
3511A,2024-11-06T1200,116.5652,37.3319,34,63,0.6,28,15,62,29,57,颗粒物(PM10),陵城艺术中心,德州市
2621A,2024-11-06T1200,99.7056,27.8317,29,48,0.4,20,9,45,42,48,—,迪庆州站,迪庆藏族自治州
3180A,2024-11-06T1200,99.7136,27.8094,28,45,0.6,17,8,42,41,45,—,质量技术监督局,迪庆藏族自治州
2663A,2024-11-06T1200,104.6241,35.5734,26,54,0.3,8,2,61,61,52,颗粒物(PM10),东关小学,定西市
2664A,2024-11-06T1200,104.6194,35.5934,29,51,0.3,8,6,60,61,51,颗粒物(PM10),供电公司,定西市
1389A,2024-11-06T1200,113.7547,23.0494,39,55,0.8,17,9,145,114,55,细颗粒物(PM2.5),莞城梨川,东莞市
1390A,2024-11-06T1200,113.7944,23.0128,35,51,0.8,14,11,140,112,51,颗粒物(PM10),东城石井,东莞市
1391A,2024-11-06T1200,113.7383,22.9658,32,50,0.8,13,9,138,105,50,—,南城西平,东莞市
3319A,2024-11-06T1200,113.7338,23.0381,34,51,0.8,13,8,142,112,51,颗粒物(PM10),万江金泰,东莞市
3626A,2024-11-06T1200,113.7533,23.0202,34,54,0.8,12,10,134,109,52,颗粒物(PM10),南城元岭,东莞市
3627A,2024-11-06T1200,113.7875,23.0457,38,58,0.8,16,11,147,114,54,"颗粒物(PM10),细颗粒物(PM2.5)",东城主山,东莞市
1666A,2024-11-06T1200,118.6614,37.4309,24,51,—,32,9,64,20,—,—,市环保局,东营市
3036A,2024-11-06T1200,118.6904,37.4338,27,54,0.6,29,11,64,22,52,颗粒物(PM10),开发区管委会,东营市
3365A,2024-11-06T1200,118.5719,37.565,24,46,0.4,25,10,64,21,46,—,垦利区民丰路,东营市
3498A,2024-11-06T1200,118.5055,37.8612,24,51,0.5,18,7,—,20,—,—,河口城区,东营市
3646A,2024-11-06T1200,118.4978,37.4623,19,69,0.4,32,9,66,26,60,颗粒物(PM10),胜利站,东营市
3734A,2024-11-06T1200,118.35,37.26,27,51,0.5,32,12,60,21,51,颗粒物(PM10),理想之城,东营市
1591A,2024-11-06T1200,110.0023,39.8129,19,56,0.6,28,13,76,36,53,颗粒物(PM10),综合楼,鄂尔多斯市
1592A,2024-11-06T1200,109.9486,39.8261,29,63,0.7,32,19,64,36,57,颗粒物(PM10),巴音孟克林场办事处,鄂尔多斯市
1593A,2024-11-06T1200,109.7736,39.5986,36,78,0.9,45,18,45,16,64,颗粒物(PM10),康泽苑,鄂尔多斯市
1594A,2024-11-06T1200,109.8119,39.5989,36,88,0.9,48,24,36,14,69,颗粒物(PM10),华泰汽车城,鄂尔多斯市
1595A,2024-11-06T1200,109.9734,39.7884,22,56,0.7,27,15,64,22,53,颗粒物(PM10),奥林花园,鄂尔多斯市
2436A,2024-11-06T1200,114.8938,30.3994,26,49,0.7,25,12,91,55,49,—,市政府,鄂州市
2437A,2024-11-06T1200,114.8989,30.3714,23,55,0.6,23,13,104,59,53,颗粒物(PM10),赵家坝,鄂州市
3654A,2024-11-06T1200,114.8094,30.4089,38,66,1.0,29,26,101,72,58,颗粒物(PM10),精准医疗中心,鄂州市
2454A,2024-11-06T1200,109.4978,30.2981,31,48,0.7,20,6,37,17,48,—,湖北民院,恩施土家族苗族自治州
2455A,2024-11-06T1200,109.4707,30.2798,32,51,0.6,22,8,39,17,51,颗粒物(PM10),州电力总公司,恩施土家族苗族自治州
3549A,2024-11-06T1200,109.5061,30.3772,27,43,0.7,16,6,45,18,43,—,龙凤新区,恩施土家族苗族自治州
2499A,2024-11-06T1200,108.3411,21.6158,50,68,0.7,14,7,114,108,69,细颗粒物(PM2.5),沙万,防城港市
2500A,2024-11-06T1200,108.3514,21.7731,52,73,0.9,19,—,105,94,—,—,防城档案局,防城港市
2501A,2024-11-06T1200,108.3506,21.6414,46,70,0.7,13,6,116,114,64,细颗粒物(PM2.5),大海花园,防城港市
1371A,2024-11-06T1200,113.1294,23.0067,37,66,0.8,30,8,145,118,58,颗粒物(PM10),湾梁,佛山市
1372A,2024-11-06T1200,113.1083,23.0478,39,68,0.7,29,10,151,115,59,颗粒物(PM10),华材职中,佛山市
1373A,2024-11-06T1200,113.144,23.0453,35,68,0.6,23,9,146,116,59,颗粒物(PM10),南海气象局,佛山市
1374A,2024-11-06T1200,113.2881,22.8094,39,54,0.8,21,8,135,105,55,细颗粒物(PM2.5),顺德苏岗,佛山市
1376A,2024-11-06T1200,112.8383,22.8678,37,61,0.8,—,8,156,109,—,—,高明孔堂,佛山市
1377A,2024-11-06T1200,112.8836,23.1588,40,53,0.7,17,8,148,113,57,细颗粒物(PM2.5),三水监测站,佛山市
1378A,2024-11-06T1200,112.867,23.185,38,43,0.7,16,11,144,97,54,细颗粒物(PM2.5),三水云东海,佛山市
3625A,2024-11-06T1200,113.2544,22.7642,29,46,0.7,21,8,142,110,46,—,容桂街道办,佛山市
1282A,2024-11-06T1200,119.2681,26.0504,10,33,0.3,9,3,118,102,37,—,师大,福州市
1283A,2024-11-06T1200,119.2984,26.1028,13,33,0.4,15,1,114,96,36,—,五四北路,福州市
1284A,2024-11-06T1200,119.2648,26.0768,11,38,0.3,6,1,119,100,38,—,杨桥西路,福州市
1285A,2024-11-06T1200,119.317,26.0746,11,48,0.5,12,3,103,90,48,—,紫阳,福州市
3526A,2024-11-06T1200,119.5189,25.9664,11,25,0.1,9,3,111,95,35,—,吴航,福州市
1755A,2024-11-06T1200,123.7977,41.8491,14,45,0.8,14,6,58,24,45,—,望花区,抚顺市
1756A,2024-11-06T1200,123.9161,41.8822,8,17,0.3,16,6,—,19,—,—,顺城区,抚顺市
1757A,2024-11-06T1200,124.0436,41.8611,3,8,0.3,5,6,57,26,18,—,东洲区,抚顺市
1758A,2024-11-06T1200,123.9247,41.8642,9,31,0.1,13,9,55,22,31,—,新抚区,抚顺市
1759A,2024-11-06T1200,124.0972,41.8961,3,7,0.3,1,6,63,36,20,—,大伙房水库,抚顺市
1760A,2024-11-06T1200,123.7086,41.8391,14,36,0.5,10,9,58,23,36,—,沈抚新城,抚顺市
2376A,2024-11-06T1200,116.2127,28.0814,29,48,0.5,6,6,102,57,48,—,桐源党溪,抚州市
2377A,2024-11-06T1200,116.3544,27.9831,23,56,—,15,21,99,60,—,—,市站,抚州市
2378A,2024-11-06T1200,116.3565,27.963,22,55,0.4,11,7,104,34,53,颗粒物(PM10),血防站,抚州市
2379A,2024-11-06T1200,116.3564,28.0007,24,55,0.8,8,10,109,62,53,颗粒物(PM10),采茶剧团,抚州市
2380A,2024-11-06T1200,116.385,27.9647,22,51,0.6,11,11,98,58,51,颗粒物(PM10),医学分院,抚州市
2207A,2024-11-06T1200,121.6094,41.998,15,40,0.5,17,18,55,18,40,—,工业园区,阜新市
2208A,2024-11-06T1200,121.6697,42.0279,22,33,0.6,24,22,53,19,33,—,长青街,阜新市
2209A,2024-11-06T1200,121.6673,42.0705,19,50,0.3,19,25,54,39,50,—,农业园区,阜新市
2210A,2024-11-06T1200,121.6717,42.0224,27,49,0.7,24,30,48,21,49,—,东苑,阜新市
2211A,2024-11-06T1200,121.6506,42.0498,22,138,0.5,—,18,57,21,—,—,玉龙新城,阜新市
2301A,2024-11-06T1200,115.8277,32.8929,52,91,0.5,23,10,89,41,72,细颗粒物(PM2.5),市监测站,阜阳市
2303A,2024-11-06T1200,115.8554,32.8605,49,89,0.6,27,11,87,34,70,颗粒物(PM10),开发区,阜阳市
2875A,2024-11-06T1200,115.784,32.8892,54,62,0.5,—,9,88,34,—,—,阜阳职业技术学院,阜阳市
3468A,2024-11-06T1200,115.7901,32.8613,48,84,0.4,20,9,91,43,67,"颗粒物(PM10),细颗粒物(PM2.5)",市规划展馆,阜阳市
3469A,2024-11-06T1200,115.836,32.9183,53,83,0.4,22,11,90,30,73,细颗粒物(PM2.5),枣园社区,阜阳市
2669A,2024-11-06T1200,102.9099,34.9841,11,24,0.4,11,5,58,15,24,—,州政府,甘南藏族自治州
3380A,2024-11-06T1200,102.8914,34.9617,20,22,0.9,18,13,57,13,29,—,甘肃民族师范学院,甘南藏族自治州
2570A,2024-11-06T1200,101.9603,30.0475,3,16,0.3,13,6,32,13,16,—,水桥子,甘孜藏族自治州
3065A,2024-11-06T1200,101.9533,29.9972,8,10,0.2,11,3,46,32,15,—,州环保局,甘孜藏族自治州
3414A,2024-11-06T1200,115.8347,28.932,20,51,0.7,15,12,102,64,51,颗粒物(PM10),桑海产业园,赣江新区
2362A,2024-11-06T1200,114.9017,25.9149,3,56,2.1,11,60,101,60,53,颗粒物(PM10),通天岩,赣州市
2363A,2024-11-06T1200,114.9367,25.8664,36,54,0.6,9,1,117,106,52,"颗粒物(PM10),细颗粒物(PM2.5)",地委,赣州市
2364A,2024-11-06T1200,114.9461,25.8481,33,50,0.7,11,4,115,104,50,—,气象台,赣州市
2365A,2024-11-06T1200,114.9322,25.8333,28,43,0.6,11,7,123,112,43,—,市图书馆,赣州市
2366A,2024-11-06T1200,114.8905,25.8471,26,52,0.7,11,7,114,110,51,颗粒物(PM10),华坚鞋城,赣州市
3109A,2024-11-06T1200,115.0093,25.8613,30,44,0.7,7,5,98,88,44,—,赣县区卫计委,赣州市
2683A,2024-11-06T1200,106.2319,36.1417,3,16,0.5,5,6,78,27,25,—,马园,固原市
2684A,2024-11-06T1200,106.2792,36.0022,14,22,0.4,22,6,74,27,24,—,监测站,固原市
2685A,2024-11-06T1200,106.2375,36.0211,13,16,0.4,15,5,68,25,22,—,新区,固原市
3522A,2024-11-06T1200,106.2177,35.9959,8,18,0.3,6,5,90,78,29,—,原州区十五小,固原市
2544A,2024-11-06T1200,106.6303,30.4576,20,39,0.5,14,3,52,32,39,—,市委,广安市
2545A,2024-11-06T1200,106.6271,30.4663,26,32,—,14,4,—,24,—,—,友谊中学,广安市
2547A,2024-11-06T1200,106.6388,30.4551,17,33,0.3,14,5,52,33,33,—,广电花园,广安市
2902A,2024-11-06T1200,106.6351,30.4865,21,38,0.6,14,4,52,35,38,—,北辰小学,广安市
2523A,2024-11-06T1200,105.8945,32.4535,8,37,0.4,15,—,14,26,—,—,黑石坡,广元市
2524A,2024-11-06T1200,105.821,32.4444,13,19,0.9,22,3,23,14,19,—,老城,广元市
2526A,2024-11-06T1200,105.8628,32.4287,16,22,0.7,27,2,22,10,23,—,监测站,广元市
3617A,2024-11-06T1200,105.8047,32.4166,48,82,1.2,32,32,18,13,67,细颗粒物(PM2.5),经开区,广元市
1345A,2024-11-06T1200,113.2347,23.1423,41,69,1.1,19,8,145,111,60,颗粒物(PM10),广雅中学,广州市
1346A,2024-11-06T1200,113.2612,23.105,56,91,0.7,18,6,154,126,77,细颗粒物(PM2.5),市五中,广州市
1348A,2024-11-06T1200,113.3478,23.0916,35,49,0.7,16,8,139,120,50,—,广东商学院,广州市
1349A,2024-11-06T1200,113.4332,23.1047,36,56,0.7,16,5,131,107,53,颗粒物(PM10),市八十六中,广州市
1350A,2024-11-06T1200,113.3505,22.9483,7,34,0.7,25,8,140,115,44,—,番禺中学,广州市
1351A,2024-11-06T1200,113.2146,23.3916,35,52,1.1,13,7,140,123,51,颗粒物(PM10),花都师范,广州市
1352A,2024-11-06T1200,113.2597,23.1331,38,65,0.6,16,6,143,116,58,颗粒物(PM10),市监测站,广州市
1353A,2024-11-06T1200,113.5618,23.312,33,53,0.7,11,6,128,114,52,颗粒物(PM10),九龙镇镇龙,广州市
1354A,2024-11-06T1200,113.2765,23.1544,44,66,—,17,6,150,114,—,—,麓湖,广州市
1355A,2024-11-06T1200,113.443,23.3035,30,46,0.7,12,7,144,120,46,—,帽峰山森林公园,广州市
2846A,2024-11-06T1200,113.3221,23.1322,40,56,0.9,12,7,140,113,57,细颗粒物(PM2.5),体育西,广州市
3298A,2024-11-06T1200,113.5717,23.5491,36,46,0.7,10,8,129,125,52,细颗粒物(PM2.5),从化街口,广州市
3299A,2024-11-06T1200,113.3472,23.3692,35,70,0.8,10,8,144,129,60,颗粒物(PM10),白云竹料,广州市
3300A,2024-11-06T1200,113.2981,23.237,39,61,0.9,20,8,144,121,56,颗粒物(PM10),白云嘉禾,广州市
3301A,2024-11-06T1200,113.4256,23.1716,35,49,0.7,12,7,138,117,50,—,黄埔科学城,广州市
3302A,2024-11-06T1200,113.3942,23.0483,32,67,0.6,17,7,137,107,59,颗粒物(PM10),番禺大学城,广州市
3303A,2024-11-06T1200,113.4922,22.8168,42,81,0.8,27,10,147,98,66,颗粒物(PM10),南沙黄阁,广州市
3304A,2024-11-06T1200,113.5342,22.7896,43,—,0.8,20,8,—,94,—,—,南沙街,广州市
3443A,2024-11-06T1200,113.2902,23.5544,35,50,0.7,9,10,141,122,50,—,花都梯面,广州市
3445A,2024-11-06T1200,113.7858,23.7478,35,46,0.8,8,6,—,126,—,—,从化良口,广州市
3446A,2024-11-06T1200,113.8051,23.2614,36,47,0.7,13,8,129,112,52,细颗粒物(PM2.5),增城荔城,广州市
2506A,2024-11-06T1200,109.6047,23.0666,53,78,0.9,13,—,146,95,—,—,江南子站,贵港市
2507A,2024-11-06T1200,109.6014,23.0948,50,70,0.9,11,8,140,98,69,细颗粒物(PM2.5),贵城子站,贵港市
2508A,2024-11-06T1200,109.5669,23.1065,51,75,0.7,13,12,130,104,70,细颗粒物(PM2.5),荷城子站,贵港市
3405A,2024-11-06T1200,109.5886,23.1172,45,63,0.8,10,10,140,99,63,细颗粒物(PM2.5),新世纪学校,贵港市
1439A,2024-11-06T1200,106.6899,26.5998,29,48,0.7,12,5,119,67,48,—,马鞍山,贵阳市
1440A,2024-11-06T1200,106.6971,26.5694,46,58,0.5,15,5,125,98,64,细颗粒物(PM2.5),市环保站,贵阳市
1441A,2024-11-06T1200,106.6243,26.6266,27,36,0.5,12,5,115,90,39,—,鉴湖路,贵阳市
1442A,2024-11-06T1200,106.7487,26.6343,39,51,0.5,10,6,126,85,55,细颗粒物(PM2.5),燕子冲,贵阳市
1443A,2024-11-06T1200,106.6555,26.4365,34,63,0.5,12,6,130,74,57,颗粒物(PM10),碧云窝,贵阳市
1444A,2024-11-06T1200,106.694,26.5161,39,56,0.7,17,4,117,88,55,细颗粒物(PM2.5),中院村,贵阳市
1445A,2024-11-06T1200,106.7109,26.6027,44,53,0.7,16,5,121,88,62,细颗粒物(PM2.5),红边门,贵阳市
1446A,2024-11-06T1200,106.7164,26.5699,41,48,0.5,13,5,119,84,58,细颗粒物(PM2.5),新华路,贵阳市
1447A,2024-11-06T1200,106.674,26.5424,36,48,0.5,19,5,115,78,52,细颗粒物(PM2.5),太慈桥,贵阳市
1552A,2024-11-06T1200,106.805,26.3003,44,66,—,—,—,2,84,—,—,桐木岭,贵阳市
1862A,2024-11-06T1200,110.4144,25.3167,44,69,0.6,12,6,144,138,62,细颗粒物(PM2.5),电子科大尧山校区,桂林市
1863A,2024-11-06T1200,110.2819,25.2697,64,73,0.8,16,12,149,139,87,细颗粒物(PM2.5),监测站,桂林市
1864A,2024-11-06T1200,110.3089,25.2708,53,67,0.8,14,12,156,144,73,细颗粒物(PM2.5),龙隐路小学,桂林市
1865A,2024-11-06T1200,110.2869,25.2178,49,70,0.9,14,12,147,133,68,细颗粒物(PM2.5),八中,桂林市
3403A,2024-11-06T1200,110.1764,25.2381,53,75,0.6,16,10,152,144,73,细颗粒物(PM2.5),创业大厦,桂林市
3531A,2024-11-06T1200,110.296,25.1253,46,66,—,13,10,148,133,—,—,旅游学院,桂林市
2674A,2024-11-06T1200,100.2561,34.4714,—,28,0.5,9,25,63,33,—,—,玛沁县大武镇,果洛藏族自治州
1129A,2024-11-06T1200,126.5422,45.755,34,43,0.5,10,11,73,56,49,—,岭北,哈尔滨市
1130A,2024-11-06T1200,126.561,45.8167,39,47,0.6,—,8,44,22,—,—,松北商大,哈尔滨市
1131A,2024-11-06T1200,126.979,45.5419,33,54,0.7,10,11,38,12,52,颗粒物(PM10),阿城会宁,哈尔滨市
1132A,2024-11-06T1200,126.599,45.7222,30,61,0.6,13,7,47,23,56,颗粒物(PM10),南岗学府路,哈尔滨市
1133A,2024-11-06T1200,126.689,45.7733,39,47,0.5,15,8,46,24,55,细颗粒物(PM2.5),太平宏伟公园,哈尔滨市
1134A,2024-11-06T1200,126.635,45.7667,29,55,0.6,20,7,45,26,53,颗粒物(PM10),道外承德广场,哈尔滨市
1135A,2024-11-06T1200,126.685,45.7319,—,—,0.4,—,4,52,25,—,—,香坊红旗大街,哈尔滨市
1136A,2024-11-06T1200,126.6411,45.7258,31,41,0.6,14,8,46,20,45,—,动力和平路,哈尔滨市
1137A,2024-11-06T1200,126.593,45.7478,32,55,0.2,13,12,41,20,53,颗粒物(PM10),道里建国路,哈尔滨市
1138A,2024-11-06T1200,126.615,45.61,—,—,0.4,—,—,46,16,—,—,平房东轻厂,哈尔滨市
1139A,2024-11-06T1200,126.595,45.9855,47,51,0.5,18,7,46,23,65,细颗粒物(PM2.5),呼兰师专,哈尔滨市
1140A,2024-11-06T1200,126.6206,45.6842,27,45,0.4,11,6,44,18,45,—,省农科院,哈尔滨市
2688A,2024-11-06T1200,93.5128,42.8172,50,122,0.5,36,12,56,50,86,颗粒物(PM10),地区监测站,哈密市
2689A,2024-11-06T1200,93.4961,42.8328,50,90,0.7,41,14,58,35,70,颗粒物(PM10),哈密师范学校,哈密市
2671A,2024-11-06T1200,100.9048,36.9639,24,27,0.6,11,16,86,51,35,—,海晏县西海镇,海北藏族自治州
3867A,2024-11-06T1200,102.0738,36.5056,49,78,1.1,33,35,56,28,68,细颗粒物(PM2.5),平安区公安北苑,海东市
1410A,2024-11-06T1200,110.3232,20.0574,32,51,0.6,12,6,131,104,51,颗粒物(PM10),海南大学,海口市
1411A,2024-11-06T1200,110.283,20.0053,33,47,0.5,13,8,127,104,48,—,秀英海南医院,海口市
1412A,2024-11-06T1200,110.338,19.9969,34,50,0.6,13,9,125,104,50,—,海南师范大学,海口市
1413A,2024-11-06T1200,110.33,20.0356,32,48,0.5,12,6,128,102,48,—,龙华路环保局宿舍,海口市
3539A,2024-11-06T1200,110.5111,19.9736,37,54,0.5,10,8,132,108,53,细颗粒物(PM2.5),桂林洋子站,海口市
2673A,2024-11-06T1200,100.6188,36.2866,18,27,0.5,8,13,62,35,27,—,共和县恰卜恰镇,海南藏族自治州
2676A,2024-11-06T1200,97.3731,37.3753,11,22,0.3,3,10,78,68,25,—,德令哈市,海西蒙古族藏族自治州
1048A,2024-11-06T1200,114.5302,36.6116,51,92,0.5,15,9,71,19,71,颗粒物(PM10),东污水处理厂,邯郸市
1049A,2024-11-06T1200,114.4918,36.5713,51,70,0.4,—,—,66,13,—,—,矿院,邯郸市
1050A,2024-11-06T1200,114.484,36.6133,47,70,0.5,23,8,67,19,65,细颗粒物(PM2.5),丛台公园,邯郸市
3458A,2024-11-06T1200,114.7895,36.5593,37,90,0.7,20,10,87,32,70,颗粒物(PM10),香泉濮院小区,邯郸市
3579A,2024-11-06T1200,114.50634,36.77178,43,89,0.4,29,10,61,14,70,颗粒物(PM10),永年区实验高中,邯郸市
3580A,2024-11-06T1200,114.20016,36.44293,36,63,1.6,26,17,51,29,57,颗粒物(PM10),峰峰矿区临水派出所,邯郸市
2634A,2024-11-06T1200,106.9893,33.1842,26,30,0.5,10,6,54,27,38,—,汉川机床厂子校,汉中市
2635A,2024-11-06T1200,107.0154,33.0706,30,51,0.8,18,10,41,15,51,颗粒物(PM10),市监测站,汉中市
2636A,2024-11-06T1200,107.0089,33.1138,28,53,0.7,24,11,31,10,52,颗粒物(PM10),鑫源开发区,汉中市
2637A,2024-11-06T1200,107.007,33.0323,28,50,0.7,19,9,45,21,50,—,南郑大河坎水厂,汉中市
1223A,2024-11-06T1200,120.2072,30.2111,18,34,0.3,25,8,73,55,34,—,滨江,杭州市
1224A,2024-11-06T1200,120.0633,30.2747,16,30,0.5,26,7,78,26,30,—,西溪,杭州市
1226A,2024-11-06T1200,120.3461,30.3153,14,26,0.5,19,8,87,40,28,—,下沙,杭州市
1227A,2024-11-06T1200,120.1269,30.2456,15,30,0.5,18,8,90,40,30,—,卧龙桥,杭州市
1228A,2024-11-06T1200,120.1903,30.2692,15,31,0.5,20,6,76,46,31,—,浙江农大,杭州市
1230A,2024-11-06T1200,120.1197,30.3119,—,—,0.4,—,9,—,24,—,—,和睦小学,杭州市
1231A,2024-11-06T1200,120.3019,30.4183,13,32,0.3,22,6,87,58,32,—,临平镇,杭州市
1232A,2024-11-06T1200,120.2697,30.1819,17,32,0.5,20,6,86,61,32,—,城厢镇,杭州市
1233A,2024-11-06T1200,120.0883,30.1808,12,27,0.4,—,8,90,45,—,—,云栖,杭州市
3557A,2024-11-06T1200,119.9464,30.0494,12,20,0.4,20,7,84,32,27,—,镇二中,杭州市
3558A,2024-11-06T1200,119.7183,30.2367,24,35,0.5,24,8,—,22,—,—,市府大楼,杭州市
3656A,2024-11-06T1200,120.1556,30.2864,15,33,0.3,22,9,89,55,33,—,消防大队,杭州市
1270A,2024-11-06T1200,117.1959,31.7848,29,63,0.6,27,11,90,47,57,颗粒物(PM10),明珠广场,合肥市
1271A,2024-11-06T1200,117.3072,31.8764,24,48,0.5,23,6,74,38,48,—,三里街,合肥市
1272A,2024-11-06T1200,117.2588,31.8707,30,56,0.7,26,11,81,58,53,颗粒物(PM10),琥珀山庄,合肥市
1273A,2024-11-06T1200,117.1604,31.9052,24,70,0.5,29,5,66,39,60,颗粒物(PM10),董铺水库,合肥市
1274A,2024-11-06T1200,117.25,31.8571,29,53,0.6,26,10,80,56,52,颗粒物(PM10),长江中路,合肥市
1275A,2024-11-06T1200,117.266,31.9436,22,58,0.7,17,4,86,46,54,颗粒物(PM10),庐阳区,合肥市
1276A,2024-11-06T1200,117.336,31.8586,21,53,0.3,24,7,78,45,52,颗粒物(PM10),瑶海区,合肥市
