stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
3550A,2024-11-06T1200,102.7997,24.9786,34,47,0.5,16,7,85,51,49,—,昆明学院,昆明市
3551A,2024-11-06T1200,102.5967,24.6736,29,34,0.8,9,1,88,52,42,—,晋宁区生态环境分局,昆明市
3552A,2024-11-06T1200,102.6678,24.9856,33,42,0.5,12,5,82,57,48,—,云天化总部,昆明市
1456A,2024-11-06T1200,91.1319,29.6514,16,17,0.5,13,5,95,79,30,—,八廓街,拉萨市
1457A,2024-11-06T1200,91.1221,29.6747,16,41,0.2,18,7,86,74,41,—,市环保局,拉萨市
1458A,2024-11-06T1200,91.0874,29.6475,10,16,0.4,15,5,79,71,25,—,区监测站,拉萨市
1459A,2024-11-06T1200,91.1774,29.6541,12,28,0.6,10,2,86,73,28,—,西藏大学,拉萨市
1460A,2024-11-06T1200,90.9798,29.6588,8,15,0.3,14,8,83,79,26,—,区辐射站,拉萨市
1461A,2024-11-06T1200,91.0834,29.6292,3,13,0.4,15,5,77,70,25,—,拉萨火车站,拉萨市
2520A,2024-11-06T1200,109.2203,23.7256,55,73,0.8,14,6,152,121,75,细颗粒物(PM2.5),来宾技工学校,来宾市
3535A,2024-11-06T1200,109.1781,23.7297,55,75,0.9,12,6,152,126,75,细颗粒物(PM2.5),兴宾区政府,来宾市
4002A,2024-11-06T1200,109.2416,23.7461,52,68,0.8,9,3,150,114,72,细颗粒物(PM2.5),中南小学,来宾市
1476A,2024-11-06T1200,103.631,36.1031,52,107,1.3,77,23,42,17,79,颗粒物(PM10),兰炼宾馆,兰州市
1478A,2024-11-06T1200,103.8412,36.0726,42,63,0.9,40,19,34,10,59,细颗粒物(PM2.5),生物制品所,兰州市
1479A,2024-11-06T1200,103.831,36.0464,47,72,1.3,53,18,27,9,65,细颗粒物(PM2.5),铁路设计院,兰州市
3186A,2024-11-06T1200,103.7158,36.1058,58,136,—,63,21,29,8,—,—,教育港,兰州市
3241A,2024-11-06T1200,103.7439,36.0842,38,83,1.5,53,24,33,12,67,颗粒物(PM10),百合公园,兰州市
3242A,2024-11-06T1200,103.9611,35.998,40,66,0.5,22,17,56,32,58,颗粒物(PM10),和平,兰州市
3245A,2024-11-06T1200,103.6633,36.533,38,64,0.5,20,22,74,30,57,颗粒物(PM10),新区管委会,兰州新区
3246A,2024-11-06T1200,103.6975,36.4789,48,93,0.6,23,19,63,22,72,颗粒物(PM10),舟曲中学,兰州新区
1067A,2024-11-06T1200,116.6708,39.5111,63,108,0.8,68,9,24,8,85,细颗粒物(PM2.5),药材公司,廊坊市
1068A,2024-11-06T1200,116.7214,39.5589,63,99,0.9,63,10,21,5,85,细颗粒物(PM2.5),开发区,廊坊市
1070A,2024-11-06T1200,116.7244,39.5269,54,97,0.8,58,11,26,8,74,"颗粒物(PM10),细颗粒物(PM2.5)",北华航天学院,廊坊市
2919A,2024-11-06T1200,116.7022,39.5453,59,110,0.8,60,11,26,8,80,"颗粒物(PM10),细颗粒物(PM2.5)",河北工业大学,廊坊市
2535A,2024-11-06T1200,103.7723,29.5462,49,58,0.8,22,5,22,35,68,细颗粒物(PM2.5),花湖湾,乐山市
2536A,2024-11-06T1200,103.7627,29.5844,64,—,0.7,40,6,14,29,87,细颗粒物(PM2.5),牛耳桥,乐山市
2537A,2024-11-06T1200,103.7508,29.6006,51,60,0.8,36,6,28,38,70,细颗粒物(PM2.5),市第三水厂,乐山市
2538A,2024-11-06T1200,103.7571,29.5664,49,58,0.9,29,6,18,35,68,细颗粒物(PM2.5),市监测站,乐山市
3361A,2024-11-06T1200,103.7311,29.5628,54,63,0.8,26,7,34,33,74,细颗粒物(PM2.5),理工大学,乐山市
2598A,2024-11-06T1200,100.2143,26.8576,17,—,1.1,10,7,65,50,25,—,西南郊,丽江市
2599A,2024-11-06T1200,100.2497,26.8802,26,30,0.6,9,11,65,54,38,—,丽江古城,丽江市
2600A,2024-11-06T1200,100.2203,26.8906,18,—,0.7,8,10,64,55,26,—,市中心,丽江市
1267A,2024-11-06T1200,119.914,28.4514,22,51,0.3,17,2,96,39,51,颗粒物(PM10),监测站大楼,丽水市
1268A,2024-11-06T1200,119.93,28.4586,25,50,0.4,18,6,96,35,50,—,莲都小学,丽水市
1269A,2024-11-06T1200,119.879,28.4231,30,42,—,14,6,98,32,—,—,余庄前,丽水市
1173A,2024-11-06T1200,119.176,34.5885,12,36,0.3,24,10,78,30,36,—,市环境监测站,连云港市
3000A,2024-11-06T1200,119.3581,34.6972,3,9,0.1,10,6,90,26,29,—,德源药业,连云港市
3007A,2024-11-06T1200,119.178,34.844,21,57,0.8,32,12,66,23,54,颗粒物(PM10),新城一中,连云港市
3008A,2024-11-06T1200,119.3608,34.7519,7,19,0.2,10,10,89,35,28,—,胡沟管理处,连云港市
3009A,2024-11-06T1200,119.1478,34.5911,14,31,0.7,32,10,70,23,31,—,矿山设计院,连云港市
3434A,2024-11-06T1200,119.2413,34.6539,20,42,0.5,23,10,79,35,42,—,工贸学校,连云港市
3664A,2024-11-06T1200,119.4172,34.7341,12,20,0.3,11,8,87,43,28,—,连云街道,连云港市
2571A,2024-11-06T1200,102.3431,27.8099,12,29,1.0,10,11,36,15,29,—,青龙寺,凉山彝族自治州
2572A,2024-11-06T1200,102.2721,27.8415,36,54,1.5,13,16,32,12,52,"颗粒物(PM10),细颗粒物(PM2.5)",邛海宾馆,凉山彝族自治州
2573A,2024-11-06T1200,102.2625,27.898,34,43,1.4,17,15,26,16,49,—,西昌市政府,凉山彝族自治州
2574A,2024-11-06T1200,102.2685,27.8851,38,56,1.3,19,16,28,18,54,细颗粒物(PM2.5),凉山州政府,凉山彝族自治州
2575A,2024-11-06T1200,102.237,27.8914,31,65,1.3,21,21,24,11,58,颗粒物(PM10),长安,凉山彝族自治州
2212A,2024-11-06T1200,123.2,41.1953,20,49,0.3,9,8,56,20,49,—,宏伟区,辽阳市
2213A,2024-11-06T1200,123.1683,41.2495,17,47,0.4,14,9,51,19,47,—,新华园,辽阳市
2214A,2024-11-06T1200,123.2354,41.2639,16,—,0.3,14,—,—,15,—,—,滨河路,辽阳市
2215A,2024-11-06T1200,123.149,41.2991,18,34,0.6,11,17,48,14,34,—,铁西工业园,辽阳市
2227A,2024-11-06T1200,125.1358,42.8845,14,23,0.4,8,6,59,26,23,—,环保局,辽源市
3239A,2024-11-06T1200,125.0764,42.9078,3,10,0.4,7,6,61,27,20,—,银鹰制药,辽源市
1625A,2024-11-06T1200,115.9848,36.4372,27,61,0.7,21,13,72,31,56,颗粒物(PM10),区政府,聊城市
2878A,2024-11-06T1200,116.0072,36.4343,38,66,0.6,27,15,72,31,58,颗粒物(PM10),聊大东校,聊城市
3200A,2024-11-06T1200,115.9819,36.4978,—,—,—,—,—,76,24,—,—,监控中心,聊城市
3513A,2024-11-06T1200,116.0445,36.4361,18,58,0.6,39,7,72,27,54,颗粒物(PM10),九州社区,聊城市
4018A,2024-11-06T1200,116.0567,36.4608,27,70,0.5,21,10,88,38,60,颗粒物(PM10),星美广场,聊城市
2632A,2024-11-06T1200,94.3681,29.6376,8,15,0.3,6,6,65,71,21,—,林芝监测站,林芝市
2633A,2024-11-06T1200,94.3616,29.6616,9,14,0.4,6,6,65,69,21,—,林芝人民医院,林芝市
2603A,2024-11-06T1200,100.0781,23.8982,28,44,0.7,18,8,42,25,44,—,市环保局,临沧市
2604A,2024-11-06T1200,100.0894,23.8822,35,49,0.7,22,8,34,21,50,—,市气象局,临沧市
1733A,2024-11-06T1200,111.5531,36.0783,55,122,1.2,49,19,48,15,86,颗粒物(PM10),临钢医院,临汾市
1734A,2024-11-06T1200,111.5028,36.0714,51,93,1.2,40,21,65,21,72,颗粒物(PM10),技工学校,临汾市
1736A,2024-11-06T1200,111.5018,36.0855,48,95,1.1,34,23,72,22,73,颗粒物(PM10),市委,临汾市
3018A,2024-11-06T1200,111.505,36.1014,50,82,1.2,38,20,65,20,69,细颗粒物(PM2.5),唐尧大酒店,临汾市
3668A,2024-11-06T1200,111.5036,36.0414,37,83,1.1,40,17,59,17,67,颗粒物(PM10),城南,临汾市
2667A,2024-11-06T1200,103.2069,35.5993,13,70,1.1,46,11,45,12,60,颗粒物(PM10),环保局,临夏回族自治州
2668A,2024-11-06T1200,103.2417,35.6057,18,41,0.7,30,7,51,26,41,—,建设大厦,临夏回族自治州
1618A,2024-11-06T1200,118.3429,35.0532,—,—,0.4,—,—,73,29,—,—,沂河小区,临沂市
1619A,2024-11-06T1200,118.295,35.0583,28,41,0.7,34,8,67,27,41,—,鲁南制药厂,临沂市
1620A,2024-11-06T1200,118.2794,34.9976,26,44,0.7,25,9,78,30,44,—,新光毛纺厂,临沂市
1621A,2024-11-06T1200,118.3956,35.0888,25,48,0.7,26,7,70,25,48,—,河东保险公司,临沂市
3370A,2024-11-06T1200,118.3564,35.0215,22,36,0.4,27,9,75,27,36,—,十里堡居委,临沂市
3496A,2024-11-06T1200,118.3604,35.1084,29,44,0.6,31,8,78,32,44,—,南坊新区,临沂市
3860A,2024-11-06T1200,118.3920,35.0300,35,58,0.5,38,8,64,22,54,颗粒物(PM10),皇山花园小区,临沂市
1870A,2024-11-06T1200,109.4856,24.3895,54,70,0.6,8,10,139,126,74,细颗粒物(PM2.5),柳东小学,柳州市
1871A,2024-11-06T1200,109.4157,24.3277,52,81,0.7,12,10,139,123,72,细颗粒物(PM2.5),环保监测站,柳州市
1872A,2024-11-06T1200,109.389,24.341,57,86,1.0,11,10,135,116,78,细颗粒物(PM2.5),河西水厂,柳州市
1873A,2024-11-06T1200,109.4311,24.2921,48,69,0.7,10,10,143,133,67,细颗粒物(PM2.5),市四中,柳州市
1874A,2024-11-06T1200,109.4006,24.3631,—,—,0.7,9,—,143,109,—,—,市九中,柳州市
1875A,2024-11-06T1200,109.4958,24.3134,47,76,1.0,16,12,145,138,65,细颗粒物(PM2.5),古亭山,柳州市
3402A,2024-11-06T1200,109.5422,24.3996,52,69,0.8,20,12,134,125,72,细颗粒物(PM2.5),市二中,柳州市
2307A,2024-11-06T1200,116.5079,31.737,22,69,0.6,23,8,88,50,60,颗粒物(PM10),监测大楼,六安市
2308A,2024-11-06T1200,116.4738,31.7643,28,66,0.7,24,8,87,36,58,颗粒物(PM10),皖西学院,六安市
2309A,2024-11-06T1200,116.4996,31.7905,28,58,0.6,26,6,85,33,54,颗粒物(PM10),朝阳厂,六安市
2310A,2024-11-06T1200,116.5567,31.7886,36,81,0.5,21,8,90,33,66,颗粒物(PM10),开发区,六安市
2576A,2024-11-06T1200,104.8,26.5892,31,37,0.6,9,5,64,52,45,—,窑上,六盘水市
2577A,2024-11-06T1200,104.83,26.5917,32,—,0.6,11,6,70,62,46,—,黄土坡,六盘水市
2578A,2024-11-06T1200,104.89,26.5939,40,50,0.5,—,7,74,67,—,—,水钢,六盘水市
2579A,2024-11-06T1200,104.8475,26.5894,27,34,0.5,13,7,69,62,39,—,民中,六盘水市
2580A,2024-11-06T1200,104.9544,26.5506,24,39,0.4,8,6,82,70,39,—,双水,六盘水市
2336A,2024-11-06T1200,117.0217,25.1033,23,32,0.5,9,2,105,94,33,—,龙岩市监测站,龙岩市
2337A,2024-11-06T1200,117.0258,25.0661,21,32,0.5,5,2,104,98,33,—,闽西职业技术学院,龙岩市
2338A,2024-11-06T1200,117.0196,25.0306,21,39,0.6,8,3,101,100,39,—,龙岩学院,龙岩市
2885A,2024-11-06T1200,104.9339,33.3826,24,42,0.6,13,9,48,25,42,—,滨江中学,陇南市
3247A,2024-11-06T1200,104.955,33.371,—,51,1.2,16,—,47,38,—,—,市总工会,陇南市
2487A,2024-11-06T1200,111.9589,27.8901,43,53,1.6,15,8,125,99,60,细颗粒物(PM2.5),电视发射台,娄底市
2488A,2024-11-06T1200,111.9975,27.725,52,68,0.5,13,4,135,72,72,细颗粒物(PM2.5),市监测站,娄底市
2489A,2024-11-06T1200,112.0194,27.7314,39,73,0.7,17,6,128,76,62,颗粒物(PM10),市委党校,娄底市
2490A,2024-11-06T1200,111.9561,27.7569,32,47,1.0,17,11,128,64,47,—,涟钢,娄底市
2491A,2024-11-06T1200,111.9892,27.7044,50,82,0.7,16,8,130,51,69,细颗粒物(PM2.5),市政府,娄底市
1893A,2024-11-06T1200,105.4324,28.9634,46,88,0.4,21,5,6,5,69,颗粒物(PM10),九狮山,泸州市
1894A,2024-11-06T1200,105.4427,28.9063,—,—,0.9,—,—,8,19,—,—,小市上码头,泸州市
1895A,2024-11-06T1200,105.4241,28.8573,67,68,0.8,22,5,18,16,90,细颗粒物(PM2.5),兰田宪桥,泸州市
1896A,2024-11-06T1200,105.4379,28.8833,68,92,0.8,30,5,9,19,92,细颗粒物(PM2.5),市环监站,泸州市
3490A,2024-11-06T1200,105.3617,28.7703,55,56,0.8,31,5,11,5,75,细颗粒物(PM2.5),纳溪区环保局,泸州市
2183A,2024-11-06T1200,111.1406,37.5211,16,45,0.4,24,5,48,16,45,—,环保局,吕梁市
2185A,2024-11-06T1200,111.1297,37.5136,20,70,0.6,27,6,44,14,60,颗粒物(PM10),自来水公司,吕梁市
2867A,2024-11-06T1200,111.1283,37.51,13,—,0.4,31,5,46,15,—,—,马茂庄小学,吕梁市
1812A,2024-11-06T1200,112.3931,34.6516,66,103,0.7,49,11,43,13,89,细颗粒物(PM2.5),市委党校,洛阳市
1814A,2024-11-06T1200,112.4657,34.6871,52,120,0.6,50,12,48,16,85,颗粒物(PM10),豫西宾馆,洛阳市
1815A,2024-11-06T1200,112.494,34.6886,72,98,0.3,47,12,37,12,97,细颗粒物(PM2.5),河南林校,洛阳市
1816A,2024-11-06T1200,112.3844,34.623,58,96,0.6,39,14,49,16,79,细颗粒物(PM2.5),开发区管委会,洛阳市
1817A,2024-11-06T1200,112.4267,34.6258,56,100,0.4,46,10,42,14,77,细颗粒物(PM2.5),市委新办公区,洛阳市
3340A,2024-11-06T1200,112.6005,34.6326,53,110,0.3,43,11,36,11,80,颗粒物(PM10),伊滨,洛阳市
3341A,2024-11-06T1200,112.4951,34.6332,60,89,0.4,—,13,48,12,—,—,中移产业园,洛阳市
3593A,2024-11-06T1200,112.5736,34.8993,65,88,0.5,37,13,54,19,88,细颗粒物(PM2.5),吉利监测站,洛阳市
3635A,2024-11-06T1200,112.3677,34.662,60,102,0.7,44,11,45,13,82,细颗粒物(PM2.5),河科大西苑校区,洛阳市
3636A,2024-11-06T1200,112.4388,34.6781,54,96,0.6,—,12,41,9,—,—,英才小学,洛阳市
2399A,2024-11-06T1200,114.051,33.5699,76,117,0.6,27,11,88,34,102,细颗粒物(PM2.5),三五一五工厂,漯河市
2400A,2024-11-06T1200,114.0055,33.5698,51,113,0.6,24,11,95,40,82,颗粒物(PM10),漯河大学,漯河市
2401A,2024-11-06T1200,114.0138,33.5828,68,110,0.6,20,11,92,38,92,细颗粒物(PM2.5),市水利局,漯河市
2402A,2024-11-06T1200,114.0261,33.5698,72,100,0.6,20,11,95,46,97,细颗粒物(PM2.5),市广电局,漯河市
3478A,2024-11-06T1200,113.9749,33.5664,72,121,0.6,18,9,90,39,97,细颗粒物(PM2.5),市图书馆,漯河市
3479A,2024-11-06T1200,114.0967,33.5906,80,135,0.6,19,14,90,28,107,细颗粒物(PM2.5),召陵区卫健委,漯河市
1798A,2024-11-06T1200,118.5092,31.6837,13,42,0.5,12,4,85,52,42,—,湖东路四小,马鞍山市
1799A,2024-11-06T1200,118.5024,31.6449,17,30,0.6,22,8,81,40,30,—,开发区,马鞍山市
1800A,2024-11-06T1200,118.5228,31.7231,18,—,0.6,18,8,84,55,27,—,慈湖,马鞍山市
1802A,2024-11-06T1200,118.6245,31.7241,15,26,0.7,17,8,84,55,27,—,濮塘,马鞍山市
3633A,2024-11-06T1200,118.4918,31.6809,16,27,—,14,5,83,53,—,—,雨山,马鞍山市
1686A,2024-11-06T1200,111.0286,21.4688,29,51,0.6,10,7,119,84,51,颗粒物(PM10),电白南海,茂名市
1687A,2024-11-06T1200,110.9294,21.6533,34,46,0.8,9,10,119,84,49,—,茂石化七小,茂名市
1688A,2024-11-06T1200,110.9107,21.6687,22,31,0.6,6,14,120,77,38,—,健康路,茂名市
1689A,2024-11-06T1200,110.8592,21.6828,39,58,0.7,9,11,116,61,55,细颗粒物(PM2.5),高岭,茂名市
3450A,2024-11-06T1200,111.01,21.5165,31,44,0.7,11,10,115,89,45,—,电白水东,茂名市
2539A,2024-11-06T1200,104.0308,30.0478,25,31,0.5,5,4,38,36,36,—,黑龙滩水库,眉山市
2540A,2024-11-06T1200,103.8416,30.0874,56,66,0.6,34,9,18,16,77,细颗粒物(PM2.5),气象局,眉山市
3137A,2024-11-06T1200,103.8578,30.0744,44,85,0.6,41,9,14,26,68,颗粒物(PM10),市委党校,眉山市
3148A,2024-11-06T1200,103.8291,30.0564,51,52,0.8,40,8,22,30,70,细颗粒物(PM2.5),区人社局,眉山市
1690A,2024-11-06T1200,116.1231,24.3284,32,43,0.7,9,9,121,95,46,—,梅江月梅,梅州市
1691A,2024-11-06T1200,116.0797,24.2719,—,—,0.7,—,6,112,99,—,—,梅县新城,梅州市
1692A,2024-11-06T1200,116.1248,24.2654,27,49,0.5,9,6,116,86,49,—,环境监控中心,梅州市
3315A,2024-11-06T1200,116.1233,24.2991,30,36,0.6,8,6,113,90,43,—,梅龙,梅州市
1878A,2024-11-06T1200,104.7778,31.4741,26,33,0.6,20,3,40,30,38,—,富乐山,绵阳市
1879A,2024-11-06T1200,104.7563,31.4535,30,43,0.5,30,3,29,26,43,—,市人大,绵阳市
1880A,2024-11-06T1200,104.6697,31.4668,17,39,0.6,30,4,33,9,39,—,高新区自来水公司,绵阳市
1881A,2024-11-06T1200,104.7287,31.5075,35,46,0.5,32,5,27,19,50,—,三水厂,绵阳市
3491A,2024-11-06T1200,104.69,31.5322,19,49,0.6,20,5,31,13,49,—,西科大附属小学,绵阳市
3492A,2024-11-06T1200,104.5648,31.5343,31,33,0.7,16,7,43,42,45,—,安州区旅游局,绵阳市
1784A,2024-11-06T1200,129.61,44.561,32,40,0.3,8,4,53,42,46,—,环保大楼,牡丹江市
1785A,2024-11-06T1200,129.6115,44.5782,26,37,0.3,10,7,49,40,38,—,文化广场,牡丹江市
1786A,2024-11-06T1200,129.5904,44.5963,28,33,0.3,5,4,59,49,40,—,第一医院,牡丹江市
1787A,2024-11-06T1200,129.6364,44.6075,20,27,0.3,3,6,56,44,29,—,机车工厂,牡丹江市
1788A,2024-11-06T1200,129.6386,44.5462,33,37,0.2,6,4,57,46,48,—,第一中学,牡丹江市
2531A,2024-11-06T1200,105.0703,29.61,3,37,0.7,—,8,22,23,—,—,市监测站,内江市
2532A,2024-11-06T1200,105.0717,29.5947,28,32,0.8,24,7,27,31,40,—,东兴区政府,内江市
2533A,2024-11-06T1200,105.0653,29.5817,47,—,0.6,28,7,25,28,65,细颗粒物(PM2.5),内江二中,内江市
2534A,2024-11-06T1200,105.0406,29.5822,43,43,0.6,30,6,26,15,60,细颗粒物(PM2.5),内江日报社,内江市
2628A,2024-11-06T1200,92.0657,31.4846,56,105,0.9,31,10,48,34,78,颗粒物(PM10),那曲监测站,那曲市
3128A,2024-11-06T1200,92.0506,31.4797,29,120,0.6,20,5,52,37,85,颗粒物(PM10),那曲会议中心,那曲市
1290A,2024-11-06T1200,115.8931,28.6843,29,51,0.5,19,12,104,67,51,颗粒物(PM10),省外办,南昌市
1291A,2024-11-06T1200,115.8886,28.7003,31,53,0.5,—,8,106,65,—,—,省林业公司,南昌市
1292A,2024-11-06T1200,115.8126,28.7442,24,53,0.5,17,10,113,85,52,颗粒物(PM10),林科所,南昌市
1294A,2024-11-06T1200,115.8518,28.687,33,54,0.4,15,10,107,75,52,颗粒物(PM10),建工学校,南昌市
1295A,2024-11-06T1200,115.8921,28.6424,24,47,0.4,17,10,116,78,47,—,象湖,南昌市
1296A,2024-11-06T1200,115.7423,28.7996,3,47,0.5,15,3,88,41,47,—,武术学校,南昌市
1298A,2024-11-06T1200,115.9314,28.6842,24,53,0.6,3,8,100,65,52,颗粒物(PM10),省站,南昌市
3046A,2024-11-06T1200,115.9084,28.6062,24,58,0.4,18,7,107,73,54,颗粒物(PM10),机电学校,南昌市
3690A,2024-11-06T1200,115.9721,28.7031,27,48,0.5,12,7,105,67,48,—,外国语学校,南昌市
1905A,2024-11-06T1200,106.056,30.8064,28,—,0.4,12,1,27,28,40,—,西山风景区,南充市
1906A,2024-11-06T1200,106.0789,30.8023,31,45,0.4,20,3,26,17,45,—,南充市委,南充市
1907A,2024-11-06T1200,106.1031,30.8217,32,55,0.5,18,4,25,17,53,颗粒物(PM10),南充炼油厂,南充市
1908A,2024-11-06T1200,106.1064,30.7856,25,46,0.4,22,3,23,27,46,—,高坪区监测站,南充市
1909A,2024-11-06T1200,106.0642,30.7636,29,54,0.5,22,4,23,23,52,颗粒物(PM10),嘉陵区环保局,南充市
1910A,2024-11-06T1200,106.1087,30.8388,—,—,0.4,—,—,27,21,—,—,市环境监测站,南充市
1151A,2024-11-06T1200,118.8086,32.1065,7,20,0,15,3,83,34,26,—,迈皋桥,南京市
1152A,2024-11-06T1200,118.7538,32.0551,12,34,0.2,23,5,77,40,34,—,草场门,南京市
1153A,2024-11-06T1200,118.7794,32.0745,17,29,0.4,7,3,85,43,29,—,山西路,南京市
1154A,2024-11-06T1200,118.7752,32.0023,7,19,0.4,12,3,83,37,26,—,中华门,南京市
1155A,2024-11-06T1200,118.8109,32.0309,9,24,0.4,8,4,77,42,25,—,瑞金路,南京市
1156A,2024-11-06T1200,118.7997,32.0754,6,29,0.4,27,6,68,28,29,—,玄武湖,南京市
1157A,2024-11-06T1200,118.6414,32.0931,18,33,0.6,25,8,67,30,33,—,浦口,南京市
1158A,2024-11-06T1200,118.7356,31.9996,9,27,0.2,—,7,75,34,—,—,奥体中心,南京市
1159A,2024-11-06T1200,118.9125,32.1028,7,22,0.3,16,7,81,35,26,—,仙林大学城,南京市
3422A,2024-11-06T1200,118.8436,31.9198,7,17,0.5,8,5,85,39,27,—,江宁彩虹桥,南京市
3423A,2024-11-06T1200,119.0138,31.6494,8,27,0.3,15,4,84,43,27,—,溧水永阳,南京市
3424A,2024-11-06T1200,118.879,31.3302,16,22,0.4,19,7,82,52,26,—,高淳老职中,南京市
3427A,2024-11-06T1200,118.8554,32.3578,17,27,1.1,16,4,—,24,—,—,六合雄州,南京市
1401A,2024-11-06T1200,108.3103,22.7881,47,69,1.1,15,6,147,98,65,细颗粒物(PM2.5),二十一中,南宁市
1402A,2024-11-06T1200,108.3141,22.8528,49,59,1.0,11,7,143,86,68,细颗粒物(PM2.5),北湖,南宁市
1403A,2024-11-06T1200,108.3206,22.8225,—,91,0.8,15,6,—,81,—,—,市监测站,南宁市
1404A,2024-11-06T1200,108.3829,22.8037,47,67,0.7,15,11,143,118,65,细颗粒物(PM2.5),大自然花园,南宁市
1405A,2024-11-06T1200,108.4394,22.7904,54,70,0.7,12,5,127,109,74,细颗粒物(PM2.5),仙葫,南宁市
1406A,2024-11-06T1200,108.2397,22.8467,47,69,0.9,10,8,146,79,65,细颗粒物(PM2.5),区农职院,南宁市
1407A,2024-11-06T1200,108.3275,22.735,45,70,0.8,17,8,140,102,63,细颗粒物(PM2.5),英华嘉园,南宁市
1408A,2024-11-06T1200,108.2257,22.7757,47,71,0.8,18,7,142,43,65,细颗粒物(PM2.5),沙井镇街道办,南宁市
3401A,2024-11-06T1200,108.4834,22.7618,46,67,0.8,10,9,142,120,64,细颗粒物(PM2.5),红星社区,南宁市
2332A,2024-11-06T1200,118.1681,26.6369,18,24,0.3,7,3,105,90,33,—,南平市监测站,南平市
2333A,2024-11-06T1200,118.1825,26.6489,18,32,0.3,7,3,106,93,34,—,南平铝业有限公司,南平市
2334A,2024-11-06T1200,118.1756,26.6272,17,37,0.4,9,6,109,95,37,—,南平七中,南平市
1168A,2024-11-06T1200,120.9098,31.9663,10,25,0.3,5,7,93,64,30,—,狼山街道,南通市
1169A,2024-11-06T1200,120.86,32.0005,22,32,0.3,14,6,90,61,32,—,虹桥,南通市
1170A,2024-11-06T1200,120.87,32.02,11,33,0.5,12,6,91,65,33,—,城中,南通市
1171A,2024-11-06T1200,120.94,31.93,12,27,0.4,13,—,44,51,—,—,星湖花园,南通市
1172A,2024-11-06T1200,120.81,32.0417,10,22,0.3,12,4,88,48,28,—,紫琅学院,南通市
3291A,2024-11-06T1200,121.067,32.062,9,22,0.3,12,3,93,62,30,—,通州监测站,南通市
3432A,2024-11-06T1200,120.9348,31.9883,7,29,0.4,10,4,96,66,30,—,环境教育馆,南通市
2404A,2024-11-06T1200,112.5224,33.0122,59,88,0.8,21,8,95,62,80,细颗粒物(PM2.5),瓦房庄,南阳市
2405A,2024-11-06T1200,112.5003,32.9735,—,90,—,23,—,92,61,—,—,汉画馆,南阳市
2406A,2024-11-06T1200,112.5573,33.027,53,92,0.7,22,9,96,56,73,细颗粒物(PM2.5),气象站,南阳市
2407A,2024-11-06T1200,112.5481,32.9689,54,84,0.5,19,8,94,61,74,细颗粒物(PM2.5),理工学院,南阳市
4008A,2024-11-06T1200,112.5234,32.9922,54,91,0.6,22,8,95,63,74,细颗粒物(PM2.5),卧龙区政府,南阳市
1234A,2024-11-06T1200,121.8358,29.911,9,24,0.4,13,7,83,64,26,—,区环保大楼,宁波市
1235A,2024-11-06T1200,121.56,29.82,7,28,0.4,13,7,98,68,31,—,万里学院,宁波市
1236A,2024-11-06T1200,121.713,29.9572,6,23,0.5,14,8,—,75,—,—,龙赛医院,宁波市
1239A,2024-11-06T1200,121.633,29.7733,6,15,0.4,12,9,94,50,30,—,钱湖水厂,宁波市
1240A,2024-11-06T1200,121.5856,29.8635,10,20,0.6,14,9,93,62,30,—,太古小学,宁波市
1241A,2024-11-06T1200,121.524,29.8674,3,17,0.6,15,10,97,62,31,—,市环境监测中心,宁波市
2871A,2024-11-06T1200,121.6147,29.9017,11,16,0.5,17,8,92,48,29,—,万里国际学校,宁波市
3710A,2024-11-06T1200,121.5594,29.8975,8,22,0.5,13,10,96,64,30,—,白沙活动中心,宁波市
2341A,2024-11-06T1200,119.5388,26.6612,16,46,0.4,11,5,112,80,46,—,宁德市监测站,宁德市
3209A,2024-11-06T1200,119.5231,26.6562,17,38,0.3,11,8,117,84,38,—,宁德一中,宁德市
2618A,2024-11-06T1200,98.8601,25.8567,16,26,0.5,17,6,18,24,26,—,州监测站,怒江傈僳族自治州
2619A,2024-11-06T1200,98.8546,25.8417,18,—,0.5,16,8,12,10,26,—,泸水一中,怒江傈僳族自治州
1888A,2024-11-06T1200,101.6891,26.571,36,41,1.0,—,15,34,10,—,—,弄弄坪,攀枝花市
1889A,2024-11-06T1200,101.5769,26.5928,49,70,2.9,25,37,48,15,68,细颗粒物(PM2.5),河门口,攀枝花市
1890A,2024-11-06T1200,101.7169,26.585,29,33,1.1,21,14,30,11,42,—,炳草岗,攀枝花市
1891A,2024-11-06T1200,101.7369,26.5008,65,79,1.2,20,14,42,14,88,细颗粒物(PM2.5),仁和,攀枝花市
2835A,2024-11-06T1200,101.7227,26.567,20,40,0.9,10,10,36,13,40,—,四十中小,攀枝花市
1604A,2024-11-06T1200,122.0303,41.1489,16,41,0.4,14,14,55,31,41,—,开发区,盘锦市
1605A,2024-11-06T1200,122.0485,41.0883,17,26,0.6,14,13,55,32,26,—,兴隆台,盘锦市
1606A,2024-11-06T1200,121.8297,41.1028,18,38,0.5,19,13,59,30,38,—,新生街道,盘锦市
1832A,2024-11-06T1200,113.3257,33.742,78,137,0.6,37,16,84,21,104,细颗粒物(PM2.5),新华旅馆,平顶山市
