area,positionname,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
泉州市,清源山,2024-11-06T1500,118.6117,24.9604,,,,,,,,,
泉州市,城华南路,2024-11-06T1500,118.6333,24.9264,15,35,0.2,6,2,113,104,36,
日喀则市,日喀则监测站,2024-11-06T1500,88.8876,29.2718,6,15,0.4,10,5,105,58,33,
日喀则市,林业技术推广中心,2024-11-06T1500,88.8781,29.2426,3,6,0.6,3,6,107,77,34,
日照市,监测站,2024-11-06T1500,119.471,35.4209,16,31,0.5,18,,91,22,,
日照市,市政府广场,2024-11-06T1500,119.523,35.4216,13,29,0.4,13,6,104,66,33,
日照市,港务局,2024-11-06T1500,119.5587,35.4044,24,39,0.6,18,4,106,70,39,
日照市,职业技术学院,2024-11-06T1500,119.5328,35.4625,12,27,0.3,14,6,109,73,35,
日照市,岚山环保分局,2024-11-06T1500,119.3266,35.1044,18,36,0.2,16,6,100,76,36,
三门峡市,市政府,2024-11-06T1500,111.1922,34.7752,69,72,0.5,22,11,96,68,93,细颗粒物(PM2.5)
三门峡市,开发区,2024-11-06T1500,111.1587,34.7942,60,106,0.6,24,13,89,61,82,细颗粒物(PM2.5)
三门峡市,风景区,2024-11-06T1500,111.143,34.7955,55,79,0.8,,21,,,,
三门峡市,三门峡市第一小学,2024-11-06T1500,111.1911,34.7829,61,77,0.5,23,17,91,63,83,细颗粒物(PM2.5)
三门峡市,富达温泉假日酒店,2024-11-06T1500,111.1,34.7167,58,92,0.5,16,,99,59,,
三明市,三钢,2024-11-06T1500,117.6211,26.2625,16,32,0.4,5,3,122,109,39,
三明市,三明二中,2024-11-06T1500,117.635,26.2714,19,29,0.5,7,3,116,104,37,
三明市,三元区政府,2024-11-06T1500,117.6028,26.2378,18,31,0.4,6,3,120,107,38,
三明市,洋溪,2024-11-06T1500,117.7275,26.3108,,,,,,,,,
三亚市,河东子站,2024-11-06T1500,109.5078,18.2489,16,25,0.3,4,2,98,129,31,
三亚市,河西子站,2024-11-06T1500,109.4964,18.2681,14,25,0.4,6,3,93,113,30,
三亚市,君悦子站,2024-11-06T1500,109.7348,18.3443,16,27,0.5,6,3,95,128,30,
山南市,山南监测站,2024-11-06T1500,91.7608,29.2313,7,,0.4,4,6,95,81,30,
山南市,山南人民医院,2024-11-06T1500,91.7706,29.2436,3,10,0.4,5,4,98,86,31,
汕头市,金平子站,2024-11-06T1500,116.6794,23.3667,39,44,,6,,131,104,,
汕头市,龙湖子站,2024-11-06T1500,116.7244,23.3633,22,40,0.7,9,8,129,112,41,
汕头市,濠江子站,2024-11-06T1500,116.7258,23.2775,21,44,0.6,9,7,145,122,46,
汕头市,澄海子站,2024-11-06T1500,116.7519,23.4714,19,40,0.7,12,8,131,116,41,
汕头市,潮阳子站,2024-11-06T1500,116.6092,23.2539,21,41,0.7,7,6,134,115,42,
汕头市,潮南峡山,2024-11-06T1500,116.454,23.2684,29,42,0.9,,8,131,125,,
汕头市,潮南子站,2024-11-06T1500,116.4069,23.2533,25,57,0.6,15,7,123,112,54,颗粒物(PM10)
汕尾市,市环保局,2024-11-06T1500,115.3653,22.775,35,49,0.7,16,8,129,95,50,
汕尾市,市政府,2024-11-06T1500,115.3706,22.7898,38,49,0.7,17,10,133,102,54,细颗粒物(PM2.5)
汕尾市,新城中学,2024-11-06T1500,115.3622,22.7925,38,47,0.7,17,8,132,100,54,细颗粒物(PM2.5)
商洛市,监测站,2024-11-06T1500,109.9154,33.8715,34,62,0.5,13,7,111,71,56,颗粒物(PM10)
商洛市,商州区中学,2024-11-06T1500,109.9643,33.8471,38,77,0.7,17,8,108,56,64,颗粒物(PM10)
商丘市,环境监测站,2024-11-06T1500,115.6702,34.4285,47,67,0.4,23,8,113,71,65,细颗粒物(PM2.5)
商丘市,粮食局,2024-11-06T1500,115.6458,34.4045,44,53,0.4,21,3,119,79,62,细颗粒物(PM2.5)
商丘市,睢阳区环保局,2024-11-06T1500,115.6293,34.3948,45,54,0.4,21,10,109,71,63,细颗粒物(PM2.5)
商丘市,梁园区档案局,2024-11-06T1500,115.6071,34.4465,45,61,0.3,18,6,110,72,63,细颗粒物(PM2.5)
上海市,普陀,2024-11-06T1500,121.4,31.238,11,19,0.5,12,5,93,73,30,
上海市,十五厂,2024-11-06T1500,121.478,31.2036,8,20,0.4,16,7,95,80,30,
上海市,虹口,2024-11-06T1500,121.467,31.3008,,20,0.5,14,8,94,79,,
上海市,徐汇上师大,2024-11-06T1500,121.412,31.1654,10,24,0.4,22,8,92,75,29,
上海市,杨浦四漂,2024-11-06T1500,121.536,31.2659,12,23,0.4,12,6,94,81,30,
上海市,静安监测站,2024-11-06T1500,121.425,31.2261,11,20,0.3,17,7,93,74,30,
上海市,浦东川沙,2024-11-06T1500,121.703,31.1907,7,22,0.5,14,6,94,80,30,
上海市,浦东新区监测站,2024-11-06T1500,121.533,31.2284,3,16,0.4,15,7,91,78,29,
上海市,浦东张江,2024-11-06T1500,121.577,31.2071,8,20,0.5,18,5,90,81,29,
上海市,宝山庙行,2024-11-06T1500,121.4316,31.3322,8,21,0.4,11,10,93,78,30,
上海市,崇明上实东滩,2024-11-06T1500,121.8791,31.4662,6,12,0.5,6,9,94,79,30,
上海市,嘉定南翔,2024-11-06T1500,121.3162,31.2838,13,20,0.4,16,10,94,74,30,
上海市,金山新城,2024-11-06T1500,121.3359,30.7456,,16,0.4,15,7,89,71,,
上海市,闵行浦江,2024-11-06T1500,121.4996,31.0739,8,19,0.6,16,6,94,78,30,
上海市,青浦徐泾,2024-11-06T1500,121.2886,31.1663,9,23,0.6,17,9,97,74,31,
上海市,松江图书馆,2024-11-06T1500,121.2186,31.0378,13,26,0.6,19,7,94,74,30,
上海市,长宁仙霞,2024-11-06T1500,121.3902,31.2059,10,19,0.5,15,8,98,79,31,
上海市,浦东惠南,2024-11-06T1500,121.7965,31.0507,7,19,0.5,11,10,92,79,29,
上海市,奉贤南桥新城,2024-11-06T1500,121.4891,30.925,6,17,0.4,18,2,92,73,29,
上饶市,百草园,2024-11-06T1500,118.005,28.4572,6,32,0.2,6,6,133,101,42,
上饶市,市监测站,2024-11-06T1500,117.9756,28.4436,16,39,0.5,14,6,135,104,43,
上饶市,凤凰光学,2024-11-06T1500,117.9519,28.4628,25,39,0.6,7,8,128,100,40,
上饶市,广丰区教体局,2024-11-06T1500,118.1953,28.4401,14,38,0.4,11,5,121,95,38,
上饶市,双创科技城,2024-11-06T1500,117.897,28.4315,22,48,0.5,7,,129,102,,
韶关市,市八中,2024-11-06T1500,113.5824,24.7733,23,35,0.6,3,9,128,124,40,
韶关市,园林处,2024-11-06T1500,113.5917,24.7972,27,,0.5,3,11,132,126,42,
韶关市,韶关学院,2024-11-06T1500,113.6735,24.7791,25,34,0.5,8,9,133,118,42,
韶关市,曲江监测站,2024-11-06T1500,113.5971,24.6863,25,36,0.5,6,10,124,118,39,
韶关市,碧湖山庄,2024-11-06T1500,113.5556,24.8082,24,45,0.5,3,9,122,112,45,
邵阳市,市水土所,2024-11-06T1500,111.5239,27.3033,,,,,,,,,
邵阳市,市一中,2024-11-06T1500,111.4733,27.2317,24,47,0.6,7,10,155,102,49,
邵阳市,市化工厂,2024-11-06T1500,111.5283,27.2442,17,36,0.7,12,10,148,107,47,
邵阳市,市罐头厂,2024-11-06T1500,111.4503,27.2537,34,58,0.5,12,10,146,115,54,颗粒物(PM10)
邵阳市,市环保局,2024-11-06T1500,111.4328,27.2272,21,64,0.6,10,9,142,101,57,颗粒物(PM10)
绍兴市,城东开发委,2024-11-06T1500,120.6053,29.9928,19,34,0.3,22,10,106,74,34,
绍兴市,树下王站,2024-11-06T1500,120.5483,30.0003,11,30,0.4,,6,106,82,,
绍兴市,绍兴中专,2024-11-06T1500,120.5683,29.9361,21,34,0.4,20,8,113,77,36,
绍兴市,柯桥区政府,2024-11-06T1500,120.4906,30.0861,13,31,0.5,19,8,97,77,31,
绍兴市,重华小学,2024-11-06T1500,120.8752,30.0249,15,24,0.1,26,9,100,73,32,
绍兴市,上虞中学,2024-11-06T1500,120.8369,30.0137,15,28,0.5,12,6,105,76,33,
绍兴市,柯桥妇保,2024-11-06T1500,120.4722,30.0415,14,26,0.6,16,5,102,75,32,
绍兴市,袍江中学,2024-11-06T1500,120.6153,30.0764,18,30,0.7,20,10,111,83,35,
深圳市,通心岭子站,2024-11-06T1500,114.1063,22.5545,32,49,0.7,11,5,152,133,49,
深圳市,洪湖,2024-11-06T1500,114.117,22.5625,36,46,0.6,63,6,123,109,52,细颗粒物(PM2.5)
深圳市,华侨城,2024-11-06T1500,113.987,22.5417,49,55,0.8,14,6,176,128,70,臭氧1小时
深圳市,南海子站,2024-11-06T1500,113.9181,22.5171,38,70,0.6,18,7,178,128,73,臭氧1小时
深圳市,盐田,2024-11-06T1500,114.2458,22.5689,43,74,0.9,,,104,103,,
深圳市,龙岗,2024-11-06T1500,114.2283,22.7244,28,43,0.7,11,8,143,130,45,
深圳市,南澳,2024-11-06T1500,114.494,22.5422,34,51,0.7,15,8,158,130,51,颗粒物(PM10)
深圳市,葵涌,2024-11-06T1500,114.41,22.6342,37,58,0.7,11,6,149,128,54,颗粒物(PM10)
深圳市,梅沙,2024-11-06T1500,114.297,22.5978,35,54,0.7,12,8,146,132,52,颗粒物(PM10)
深圳市,观澜,2024-11-06T1500,114.0678,22.738,27,63,0.6,,5,142,117,,
深圳市,莲花,2024-11-06T1500,114.0731,22.559,29,41,0.6,13,7,138,119,44,
深圳市,民治,2024-11-06T1500,114.0261,22.6198,34,52,0.7,12,6,159,128,51,颗粒物(PM10)
深圳市,横岗,2024-11-06T1500,114.1871,22.6451,30,44,0.6,13,7,144,126,45,
深圳市,坪山,2024-11-06T1500,114.3551,22.7151,38,58,0.6,,7,141,133,,
深圳市,西乡,2024-11-06T1500,113.8953,22.5861,30,52,0.7,17,7,178,140,73,臭氧1小时
沈阳市,森林路,2024-11-06T1500,123.6836,41.9339,,,,,,,,,
沈阳市,浑南东路,2024-11-06T1500,123.505,41.7406,22,30,0.6,32,12,50,45,32,
沈阳市,新秀街,2024-11-06T1500,123.4231,41.6989,18,34,0.7,37,11,43,37,34,
沈阳市,东陵路,2024-11-06T1500,123.5903,41.8411,17,22,0.5,24,9,53,47,25,
沈阳市,陵东街,2024-11-06T1500,123.4264,41.8467,15,30,0.5,28,11,51,33,30,
沈阳市,文化路,2024-11-06T1500,123.4114,41.7653,24,39,0.5,36,17,42,36,39,
沈阳市,小河沿,2024-11-06T1500,123.4678,41.7867,24,35,0.9,40,16,36,41,35,
沈阳市,太原街,2024-11-06T1500,123.4017,41.7972,24,32,0.5,37,20,38,31,35,
沈阳市,京沈街,2024-11-06T1500,123.3783,41.9228,12,23,0.4,17,13,52,32,23,
沈阳市,沈辽西路,2024-11-06T1500,123.2444,41.7347,20,36,0.5,30,9,52,35,36,
沈阳市,裕农路,2024-11-06T1500,123.5953,41.9086,19,23,0.5,29,10,52,45,28,
十堰市,武当山,2024-11-06T1500,111.0419,32.395,22,38,0.7,17,10,126,96,40,
十堰市,滨河新村,2024-11-06T1500,110.78,32.6494,38,58,0.5,16,10,108,62,54,"颗粒物(PM10),细颗粒物(PM2.5)"
十堰市,刘家沟,2024-11-06T1500,110.7258,32.6389,44,82,0.5,15,8,123,68,66,颗粒物(PM10)
十堰市,铁二处,2024-11-06T1500,110.8839,32.5714,44,49,0.5,20,11,118,68,62,细颗粒物(PM2.5)
十堰市,郧阳区金沙路,2024-11-06T1500,110.8054,32.8401,42,,0.6,16,4,137,79,59,细颗粒物(PM2.5)
石河子市,艾青诗歌馆,2024-11-06T1500,86.0497,44.2967,38,84,0.9,19,19,77,42,67,颗粒物(PM10)
石河子市,南区管委会,2024-11-06T1500,86.047,44.2331,32,94,0.8,19,19,88,60,72,颗粒物(PM10)
石河子市,世纪广场,2024-11-06T1500,86.0791,44.3017,42,84,0.7,22,16,84,52,67,颗粒物(PM10)
石家庄市,职工医院,2024-11-06T1500,114.4422,38.0444,41,97,1.0,42,13,51,28,74,颗粒物(PM10)
石家庄市,高新区,2024-11-06T1500,114.6063,38.0266,50,94,1.1,45,12,58,31,72,颗粒物(PM10)
石家庄市,西北水源,2024-11-06T1500,114.4898,38.1328,53,87,0.9,58,8,51,31,73,细颗粒物(PM2.5)
石家庄市,西南高教,2024-11-06T1500,114.4586,38.0058,53,89,1.1,45,12,59,32,73,细颗粒物(PM2.5)
石家庄市,世纪公园,2024-11-06T1500,114.5331,38.0178,39,75,1.1,45,15,51,29,63,颗粒物(PM10)
石家庄市,人民会堂,2024-11-06T1500,114.509,38.0457,52,91,1.1,43,12,55,31,72,细颗粒物(PM2.5)
石家庄市,封龙山,2024-11-06T1500,114.3524,37.8911,38,86,1.3,44,14,50,73,68,颗粒物(PM10)
石家庄市,22中南校区,2024-11-06T1500,114.5481,38.0378,46,81,1.1,50,13,51,30,66,颗粒物(PM10)
石家庄市,鹿泉一中,2024-11-06T1500,114.289,38.0906,47,88,0.9,43,11,48,25,69,颗粒物(PM10)
石家庄市,藁城区实验学校,2024-11-06T1500,114.8506765,38.0322033,62,106,0.6,36,13,71,31,84,细颗粒物(PM2.5)
石家庄市,井陉矿区区委大楼,2024-11-06T1500,114.0504658,38.0591645,34,93,,47,14,37,26,,
石家庄市,栾城区星河路,2024-11-06T1500,114.6549,37.9020,56,95,,40,12,62,30,,
石嘴山市,沙湖旅游区,2024-11-06T1500,106.3394,38.817,,,,,,,,,
石嘴山市,大武口朝阳西街,2024-11-06T1500,106.3668,39.0145,55,66,,,263,79,42,,
石嘴山市,惠农南大街,2024-11-06T1500,106.7704,39.2282,29,53,0.4,18,17,104,49,52,颗粒物(PM10)
石嘴山市,红果子镇惠新街,2024-11-06T1500,106.7099,39.1325,35,68,0.7,,15,104,61,,
石嘴山市,妇女儿童医院,2024-11-06T1500,106.3495,38.9836,38,73,2.8,53,200,66,45,62,颗粒物(PM10)
石嘴山市,石大公路,2024-11-06T1500,106.7492,39.2069,35,60,0.5,17,11,97,49,55,颗粒物(PM10)
双鸭山市,双合村,2024-11-06T1500,131.1511,46.6937,8,,0.6,12,12,50,49,16,
双鸭山市,南小市,2024-11-06T1500,131.1652,46.6191,3,,0.4,7,8,56,50,18,
双鸭山市,环保局,2024-11-06T1500,131.1524,46.6554,20,21,0.5,9,8,54,51,29,
双鸭山市,苗圃,2024-11-06T1500,131.12,46.5656,8,33,0.2,9,3,39,37,33,
朔州市,平朔,2024-11-06T1500,112.4397,39.3522,49,70,0.6,39,13,69,43,68,细颗粒物(PM2.5)
朔州市,朔唯,2024-11-06T1500,112.4575,39.3617,32,80,0.6,32,15,65,42,65,颗粒物(PM10)
朔州市,区政府,2024-11-06T1500,112.4258,39.3197,30,65,0.7,30,15,55,35,58,颗粒物(PM10)
朔州市,市环保局,2024-11-06T1500,112.4072,39.3278,28,68,0.7,31,16,63,41,59,颗粒物(PM10)
朔州市,市二中,2024-11-06T1500,112.4272,39.3681,33,73,0.6,33,17,63,35,62,颗粒物(PM10)
朔州市,一水厂,2024-11-06T1500,112.2931,39.53,25,83,0.6,29,12,72,43,67,颗粒物(PM10)
四平市,一商场,2024-11-06T1500,124.4002,43.1713,13,19,0.1,8,3,60,48,19,
四平市,境园,2024-11-06T1500,124.388,43.193,12,15,0.2,4,2,66,49,21,
四平市,植物园,2024-11-06T1500,124.4036,43.1411,16,20,0.1,8,3,65,50,23,
四平市,世纪城,2024-11-06T1500,124.3419,43.1666,17,,0.2,6,4,61,44,25,
松原市,江南,2024-11-06T1500,124.8006,45.1214,13,15,0.1,,5,59,44,,
松原市,江北,2024-11-06T1500,124.7965,45.1722,14,14,0.2,7,1,59,45,20,
苏州市,上方山,2024-11-06T1500,120.561,31.2472,11,,0.7,16,9,112,79,,
苏州市,彩香,2024-11-06T1500,120.591,31.3019,16,32,0.4,12,8,104,76,33,
苏州市,轧钢厂,2024-11-06T1500,120.596,31.3264,12,29,0.4,20,8,103,76,33,
苏州市,吴中区,2024-11-06T1500,120.613,31.2703,12,29,0.4,13,7,103,77,33,
苏州市,苏州新区,2024-11-06T1500,120.543,31.2994,12,19,0.4,16,7,104,76,33,
苏州市,苏州工业园区,2024-11-06T1500,120.669,31.3097,16,31,0.4,19,6,106,78,34,
苏州市,相城区,2024-11-06T1500,120.641,31.3708,14,34,0.3,26,6,101,75,34,
苏州市,方洲路,2024-11-06T1500,120.743,31.3188,12,24,0.4,15,8,107,78,34,
苏州市,木渎中学,2024-11-06T1500,120.5031,31.2774,14,26,0.2,20,8,103,76,33,
苏州市,越秀幼儿园,2024-11-06T1500,120.624,31.1733,10,17,0.4,5,10,107,83,34,
苏州市,高铁新城,2024-11-06T1500,120.6505,31.416,15,34,0.4,16,7,104,73,34,
宿迁市,宿迁学院,2024-11-06T1500,118.293,33.9528,31,45,0.5,17,2,93,65,45,
宿迁市,宿迁中学,2024-11-06T1500,118.2442,33.9592,29,46,0.4,18,,95,70,,
宿迁市,市供电局,2024-11-06T1500,118.283,33.965,35,50,0.5,22,5,91,63,50,
宿迁市,宿豫区政府,2024-11-06T1500,118.3225,33.9447,32,56,0.6,23,4,96,64,53,颗粒物(PM10)
宿州市,远航博物馆,2024-11-06T1500,116.9509,33.666,39,67,0.3,18,6,119,75,59,颗粒物(PM10)
宿州市,社会福利中心,2024-11-06T1500,116.9708,33.591,37,68,0.5,18,7,114,75,59,颗粒物(PM10)
宿州市,宿州学院,2024-11-06T1500,116.9884,33.6305,34,64,0.2,18,7,119,77,57,颗粒物(PM10)
宿州市,皖北煤电集团,2024-11-06T1500,116.9648,33.6252,41,62,0.3,19,7,122,80,58,细颗粒物(PM2.5)
绥化市,人和东街,2024-11-06T1500,126.9785,46.6365,39,72,0.7,11,1,57,43,61,颗粒物(PM10)
绥化市,党政办公中心,2024-11-06T1500,126.964,46.6528,43,53,0.3,10,,,37,,
随州市,市委党校,2024-11-06T1500,113.3583,31.7275,34,57,0.6,9,14,144,84,54,颗粒物(PM10)
随州市,市林业局,2024-11-06T1500,113.3833,31.6908,38,48,0.7,12,10,140,82,54,细颗粒物(PM2.5)
随州市,市立交桥水厂,2024-11-06T1500,113.3983,31.7308,38,52,0.6,14,12,145,83,54,细颗粒物(PM2.5)
遂宁市,石溪浩,2024-11-06T1500,105.5453,30.5678,22,27,0.6,16,7,37,31,32,
遂宁市,市监测站,2024-11-06T1500,105.5582,30.5232,18,35,0.4,19,6,36,31,35,
遂宁市,行政中心,2024-11-06T1500,105.5861,30.5366,14,36,0.2,17,7,39,29,36,
遂宁市,美宁食品公司,2024-11-06T1500,105.5918,30.4728,18,44,0.4,27,7,28,26,44,
塔城地区,东门外小游园,2024-11-06T1500,82.9994,46.7432,11,37,0.0,11,,53,29,,
台州市,黄岩环保大楼,2024-11-06T1500,121.273,28.6459,14,21,0.3,11,3,106,87,34,
台州市,台州环保大楼,2024-11-06T1500,121.419,28.6542,6,27,0.4,18,6,119,97,38,
台州市,路桥田洋王,2024-11-06T1500,121.377,28.5773,10,29,0.4,16,4,120,97,38,
台州市,台州科技职业学院,2024-11-06T1500,121.2568,28.6681,8,25,0.3,14,4,112,90,35,
太原市,尖草坪,2024-11-06T1500,112.522,37.8873,52,92,0.7,43,15,90,45,72,细颗粒物(PM2.5)
太原市,上兰,2024-11-06T1500,112.434,38.0108,56,84,1.2,35,20,71,51,77,细颗粒物(PM2.5)
太原市,晋源,2024-11-06T1500,112.469,37.7124,40,65,0.6,32,14,86,42,58,颗粒物(PM10)
太原市,小店,2024-11-06T1500,112.5583,37.7394,38,85,0.6,29,11,103,49,68,颗粒物(PM10)
太原市,桃园,2024-11-06T1500,112.5369,37.8692,53,96,0.7,36,13,96,43,73,"颗粒物(PM10),细颗粒物(PM2.5)"
太原市,坞城,2024-11-06T1500,112.57,37.8195,53,89,0.7,30,15,104,49,73,细颗粒物(PM2.5)
太原市,南寨,2024-11-06T1500,112.549,37.9854,54,83,1.4,52,25,68,40,74,细颗粒物(PM2.5)
太原市,金胜,2024-11-06T1500,112.4719,37.7831,36,98,0.8,34,16,88,55,74,颗粒物(PM10)
太原市,育英中学,2024-11-06T1500,112.5608,37.8807,42,84,0.6,32,14,106,46,67,颗粒物(PM10)
泰安市,监测站,2024-11-06T1500,117.1437,36.1937,17,36,0.8,16,7,93,62,36,
泰安市,人口学校,2024-11-06T1500,117.0885,36.2017,16,29,0.7,16,11,95,62,30,
泰安市,电力学校,2024-11-06T1500,117.1089,36.1758,22,36,0.7,13,9,91,55,36,
泰安市,国网新校,2024-11-06T1500,117.1812,36.2275,12,34,0.5,14,5,94,67,34,
泰安市,交通技校,2024-11-06T1500,117.0313,36.2018,,,,21,7,89,53,,
泰安市,山东第一医科大学,2024-11-06T1500,117.0829,36.13,27,48,0.8,21,9,90,52,48,
泰州市,公园路,2024-11-06T1500,119.905,32.4878,12,19,0.3,18,6,99,71,31,
泰州市,莲花,2024-11-06T1500,119.9189,32.4625,7,20,0.5,17,5,100,76,32,
泰州市,留学生创业园,2024-11-06T1500,119.888,32.4639,10,18,0.3,16,7,105,73,33,
泰州市,王营,2024-11-06T1500,119.8767,32.3289,3,21,0.4,17,5,105,73,33,
泰州市,姜堰区政府广场,2024-11-06T1500,120.1259,32.5099,12,22,0.3,14,,98,74,,
泰州市,周山河街区,2024-11-06T1500,119.9192,32.4322,9,18,0.3,16,8,102,80,32,
唐山市,雷达站,2024-11-06T1500,118.131,39.6363,10,29,0.4,19,4,71,41,29,
唐山市,物资局,2024-11-06T1500,118.1725,39.6334,15,32,0.4,20,6,70,41,32,
唐山市,十二中,2024-11-06T1500,118.1705,39.6506,9,30,0.4,16,4,61,37,30,
唐山市,小山,2024-11-06T1500,118.1869,39.622,9,32,0.4,8,5,68,38,32,
唐山市,冀东油田职工医院,2024-11-06T1500,118.4359,39.2762,22,67,0.4,23,8,73,47,59,颗粒物(PM10)
唐山市,正泰大街热力站,2024-11-06T1500,118.09279,39.58089,11,11,0.4,16,3,70,38,22,
唐山市,丰润区政府,2024-11-06T1500,118.1562,39.8322,8,32,0.6,18,6,62,37,32,
唐山市,金山小学,2024-11-06T1500,118.43673,39.73809,8,22,0.6,12,8,72,47,23,
唐山市,政府服务中心,2024-11-06T1500,118.24498,39.66941,9,31,0.4,19,9,66,39,31,
唐山市,消防缸窑路中队,2024-11-06T1500,118.2059,39.6585,8,32,0.5,15,7,67,41,32,
唐山市,路南电大,2024-11-06T1500,118.1436,39.6202,18,28,0.3,16,4,65,41,28,
天津市,勤俭道,2024-11-06T1500,117.1444,39.1661,58,99,0.6,41,13,65,27,79,细颗粒物(PM2.5)
天津市,大直沽八号路,2024-11-06T1500,117.237,39.1082,45,78,0.4,36,9,67,28,64,颗粒物(PM10)
天津市,前进道,2024-11-06T1500,117.202,39.0927,45,,0.4,33,9,76,33,,
天津市,淮河道,2024-11-06T1500,117.1837,39.2133,52,91,0.5,40,9,70,28,72,细颗粒物(PM2.5)
天津市,跃进路,2024-11-06T1500,117.307,39.0877,49,87,0.6,38,9,63,27,69,颗粒物(PM10)
天津市,第四大街,2024-11-06T1500,117.707,39.0343,43,78,0.6,36,8,62,25,64,颗粒物(PM10)
天津市,永明路,2024-11-06T1500,117.457,38.8394,46,70,0.5,26,9,,32,,
天津市,汉北路,2024-11-06T1500,117.764,39.1587,56,107,0.7,74,14,36,20,79,颗粒物(PM10)
天津市,团泊洼,2024-11-06T1500,117.157,38.9194,,,,,,,,,
天津市,河西一经路,2024-11-06T1500,117.7918,39.2474,47,100,0.8,66,12,34,31,75,颗粒物(PM10)
天津市,津沽路,2024-11-06T1500,117.3747,38.9846,42,73,0.6,29,12,76,34,62,颗粒物(PM10)
天津市,宾水西道,2024-11-06T1500,117.1589,39.0845,43,65,0.6,36,7,73,29,60,细颗粒物(PM2.5)
天津市,大理道,2024-11-06T1500,117.1941,39.1067,43,70,0.5,30,9,78,35,60,"颗粒物(PM10),细颗粒物(PM2.5)"
天津市,中山北路,2024-11-06T1500,117.2101,39.1699,46,82,0.5,40,8,64,27,66,颗粒物(PM10)
天津市,西四道,2024-11-06T1500,117.3876,39.1488,41,76,0.6,37,9,68,27,63,颗粒物(PM10)
天津市,雍阳西道,2024-11-06T1500,117.0365,39.3828,45,78,0.4,40,8,71,25,64,颗粒物(PM10)
天津市,辛老路,2024-11-06T1500,117.0296,39.0605,27,47,0.4,19,5,84,38,47,
天津市,地纬路,2024-11-06T1500,116.9638,38.9375,27,44,0.5,19,6,72,38,44,
天津市,北环路,2024-11-06T1500,117.4067,40.0583,16,34,0.9,26,10,64,43,34,
天津市,建设路,2024-11-06T1500,117.3045,39.7169,23,46,0.5,34,8,49,28,46,
天津市,滨水东路,2024-11-06T1500,117.8199,39.3521,25,55,0.6,43,10,44,35,53,颗粒物(PM10)
天水市,麦积山,2024-11-06T1500,106.0055,34.343,,,,,,,,,
天水市,公园小学,2024-11-06T1500,105.7205,34.5786,21,43,0.4,23,6,54,23,43,
天水市,麦积国土局,2024-11-06T1500,105.8945,34.5538,12,35,,15,,67,33,,
铁岭市,汇工街西,2024-11-06T1500,123.8139,42.3022,9,18,0.5,8,4,64,40,20,
铁岭市,水上乐园,2024-11-06T1500,123.8649,42.2923,7,14,0.4,10,6,62,44,20,
铁岭市,银州路东段,2024-11-06T1500,123.8486,42.2867,13,16,0.4,11,8,50,34,19,
铁岭市,金沙江路北,2024-11-06T1500,123.7153,42.2217,14,18,0.4,16,7,54,37,20,
通化市,光明,2024-11-06T1500,125.9358,41.7173,7,14,0.6,11,8,61,46,20,
通化市,铁路,2024-11-06T1500,125.9446,41.7325,8,10,0.4,11,4,61,46,20,
通辽市,艺术职业学校,2024-11-06T1500,122.2532,43.6801,3,19,0.3,16,9,59,51,19,
通辽市,老干部活动中心,2024-11-06T1500,122.2584,43.6333,19,,0.2,17,8,60,50,28,
通辽市,东方明珠社区,2024-11-06T1500,122.2922,43.6189,22,,1.0,12,9,63,50,32,
铜川市,党校,2024-11-06T1500,109.0656,35.0994,,,,,,,,,
铜川市,王益区政府,2024-11-06T1500,109.0697,35.0697,73,91,1.3,40,15,115,64,98,细颗粒物(PM2.5)
铜川市,新区管委会,2024-11-06T1500,108.9344,34.9058,72,106,1.1,25,18,130,76,97,细颗粒物(PM2.5)
铜川市,旺旺集团,2024-11-06T1500,108.9543,34.8732,86,108,1.2,25,18,128,81,114,细颗粒物(PM2.5)
铜陵市,市第四中学,2024-11-06T1500,117.8177,30.9412,19,57,0.4,12,5,122,86,54,颗粒物(PM10)
铜陵市,市公路局,2024-11-06T1500,117.8059,30.9273,17,47,0.4,,5,120,74,,
铜陵市,市新民污水厂,2024-11-06T1500,117.7807,30.9413,,,0.6,14,9,123,93,,
铜陵市,市第九中学,2024-11-06T1500,117.7439,30.8792,21,61,0.5,21,5,111,79,56,颗粒物(PM10)
铜陵市,车站新区,2024-11-06T1500,117.846,30.9413,15,38,0.2,12,6,119,82,38,
铜陵市,市职教基地,2024-11-06T1500,117.8483,30.97,18,46,0.5,11,7,122,86,46,
铜仁市,铜仁卫校,2024-11-06T1500,109.1839,27.7344,16,44,0.3,8,1,136,84,44,
铜仁市,铜仁七中,2024-11-06T1500,109.1753,27.6944,29,34,0.3,9,4,148,83,47,
吐鲁番市,市环保局,2024-11-06T1500,89.1904,42.9418,39,94,0.8,29,9,90,58,72,颗粒物(PM10)
吐鲁番市,地区环保局,2024-11-06T1500,89.1673,42.9559,37,88,0.8,23,7,94,41,69,颗粒物(PM10)
威海市,华夏技校,2024-11-06T1500,122.1214,37.4236,3,12,0.2,8,4,74,68,24,
威海市,山大分校,2024-11-06T1500,122.0508,37.5236,3,7,0.5,2,5,82,76,26,
威海市,市监测站,2024-11-06T1500,122.1067,37.5072,3,10,0.4,5,4,75,68,24,
